phase,candidate_id,trial_id,selection_score,sample_count
train_screen,candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:trial_044,139.574644142,330870
train_screen,candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:trial_055,140.613517522,330870
train_screen,candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:trial_031,140.79589307,330870
train_screen,candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:trial_139,141.075430165,330870
train_screen,candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:trial_179,142.085358977,330870
train_screen,candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:trial_070,143.067112835,330870
train_screen,candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:trial_148,143.099392555,330870
train_screen,candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:trial_003,143.141899921,330870
train_screen,candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:trial_033,143.66552806,330870
train_screen,candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:trial_128,145.039037718,330870
train_screen,candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:trial_026,145.240784831,330870
train_screen,candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:trial_097,145.409292476,330870
train_screen,candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:trial_018,145.777671664,330870
train_screen,candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:trial_025,146.266189665,330870
train_screen,candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:trial_170,146.697019755,330870
train_screen,candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:trial_049,146.997199184,330870
train_screen,candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:trial_150,147.399554568,330870
train_screen,candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:trial_019,147.609246358,330870
train_screen,candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:trial_180,148.163439777,330870
train_screen,candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:trial_190,149.025572394,330870
train_screen,candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:trial_156,150.218859482,330870
train_screen,candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:trial_035,150.83033929,330870
train_screen,candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:trial_185,151.788200415,330870
train_screen,candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:trial_132,151.926262709,330870
train_screen,candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:trial_129,153.289454004,330870
train_screen,candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:trial_112,153.357253532,330870
