candidate_id,split,stage,log_parameter,measurement_dimension,parameter_field,parameter_value_kind,parameter_value,launch_command_signature,count,accepted_count,rejected_count,rejected_rate,rejected_rate_penalty,finite_count,nonfinite_count,sum_nis,sum_nis_sq,rms_nis,sqrt_mean_nis,accepted_only_sum_nis,accepted_only_sum_nis_sq,accepted_only_rms_nis,accepted_only_sqrt_mean_nis,physical_residual_rms,segment_count
baseline/current_holdover,all,SEC_20_LAUNCH,forward_accel_nis,1,observed_drive_command_magnitude,observed_drive_command_magnitude,0.17,"pair=-0.18,-0.18;linear=-0.18;yaw=0",1228,1228,0,0,0,1228,0,1683.15877837,4658.49978515,1.94770803774,1.17074782553,1683.15877837,4658.49978515,1.94770803774,1.17074782553,1.42530244675,5
baseline/current_holdover,all,SEC_20_LAUNCH,forward_accel_nis,1,observed_drive_command_magnitude,observed_drive_command_magnitude,0.17,"pair=0.18,0.18;linear=0.18;yaw=0",1235,1231,4,0.00323886639676,0.00647773279352,1235,0,3770.31403751,32213.777215,5.10725269921,1.74725094372,3639.53039907,27745.9701125,4.74756512159,1.71946622342,2.1205913553,5
baseline/current_holdover,all,SEC_20_LAUNCH,forward_accel_nis,1,observed_drive_command_magnitude,observed_drive_command_magnitude,0.18,"pair=-0.18,-0.18;linear=-0.18;yaw=0",1233,1233,0,0,0,1233,0,1119.28163235,1157.86115527,0.969051155588,0.952770167123,1119.28163235,1157.86115527,0.969051155588,0.952770167123,1.16088210415,5
baseline/current_holdover,all,SEC_20_LAUNCH,forward_accel_nis,1,observed_drive_command_magnitude,observed_drive_command_magnitude,0.18,"pair=0.18,0.18;linear=0.18;yaw=0",1226,1226,0,0,0,1226,0,1106.51881467,1150.27839685,0.968626277411,0.950023102095,1106.51881467,1150.27839685,0.968626277411,0.950023102095,1.15831900821,5
baseline/current_holdover,all,SEC_20_LAUNCH,forward_accel_nis,1,observed_drive_command_magnitude,observed_drive_command_magnitude,0.19,"pair=-0.18,-0.18;linear=-0.18;yaw=0",1231,1231,0,0,0,1231,0,1241.61238224,1416.5995665,1.0727401261,1.00430122182,1241.61238224,1416.5995665,1.0727401261,1.00430122182,1.22744501431,5
baseline/current_holdover,all,SEC_20_LAUNCH,forward_accel_nis,1,observed_drive_command_magnitude,observed_drive_command_magnitude,0.19,"pair=0.18,0.18;linear=0.18;yaw=0",1227,1227,0,0,0,1227,0,1240.99192709,1432.67538294,1.08056679524,1.00568551922,1240.99192709,1432.67538294,1.08056679524,1.00568551922,1.22685636778,5
baseline/current_holdover,all,SEC_20_LAUNCH,forward_accel_nis,1,observed_drive_command_magnitude,observed_drive_command_magnitude,0.2,"pair=-0.2,-0.2;linear=-0.2;yaw=0",1231,1208,23,0.0186839967506,0.0373679935012,1231,0,3197.59250733,60237.739185,6.99528326554,1.61169378925,2191.84460504,11709.3930785,3.1133914291,1.34701184041,1.96101172271,5
baseline/current_holdover,all,SEC_20_LAUNCH,forward_accel_nis,1,observed_drive_command_magnitude,observed_drive_command_magnitude,0.2,"pair=0.2,0.2;linear=0.2;yaw=0",1233,1089,144,0.116788321168,0.233576642336,1233,0,16186.701202,1749931.01942,37.6728890434,3.62324445865,1772.14106217,9953.4829965,3.02324678402,1.27566078312,4.41131342517,5
baseline/current_holdover,all,SEC_20_LAUNCH,forward_accel_nis,1,observed_drive_command_magnitude,observed_drive_command_magnitude,0.21,"pair=-0.22,-0.22;linear=-0.22;yaw=0",1233,1233,0,0,0,1233,0,1660.37652287,3143.09375213,1.59660369262,1.16043749716,1660.37652287,3143.09375213,1.59660369262,1.16043749716,1.41406217881,5
baseline/current_holdover,all,SEC_20_LAUNCH,forward_accel_nis,1,observed_drive_command_magnitude,observed_drive_command_magnitude,0.21,"pair=0.22,0.22;linear=0.22;yaw=0",1232,1232,0,0,0,1232,0,1543.00172888,2245.9112605,1.35017773616,1.11912308003,1543.00172888,2245.9112605,1.35017773616,1.11912308003,1.36650772192,5
