response_lag_samples,gain_ns_per_m,fit_old_rmse_radps,fit_new_rmse_radps,fit_relative_delta_pct,open_floor_new_rmse_radps,all_new_rmse_radps,in_place_new_rmse_radps,moving_new_rmse_radps,validation_new_rmse_radps,validation_relative_delta_pct,competition_new_rmse_radps,competition_relative_delta_pct
0,-7.710650389,0.150058239,0.122133625,-18.609184,0.129334018,0.181941571,0.317141177,0.220656279,0.068869438,0.311499,0.307134237,-15.082145
0,-7.330551129,0.150058239,0.122253167,-18.529520,0.129044326,0.182470304,0.318387937,0.220803532,0.068817032,0.235167,0.309070242,-14.546869
0,-7.308412077,0.150058239,0.122264642,-18.521874,0.129031628,0.182504512,0.318463334,0.220818208,0.068814112,0.230914,0.309185761,-14.514930
0,-7.210650389,0.150058239,0.122321239,-18.484157,0.128981063,0.182660040,0.318799907,0.220891027,0.068801394,0.212389,0.309699470,-14.372898
0,-6.830551129,0.150058239,0.122632899,-18.276464,0.128869978,0.183333721,0.320164567,0.221298134,0.068754656,0.144313,0.311752044,-13.805393
0,-6.808412077,0.150058239,0.122655528,-18.261384,0.128867705,0.183376326,0.320246786,0.221327911,0.068752066,0.140542,0.311874283,-13.771595
0,-6.710650389,0.150058239,0.122761324,-18.190880,0.128863197,0.183568869,0.320613423,0.221467357,0.068740808,0.124143,0.312417573,-13.621384
0,-6.330551129,0.150058239,0.123263185,-17.856436,0.128931325,0.184385408,0.322094013,0.222132440,0.068699753,0.064346,0.314583719,-13.022479
0,-6.308412077,0.150058239,0.123296831,-17.834015,0.128939490,0.184436279,0.322182936,0.222177181,0.068697495,0.061057,0.314712502,-12.986872
0,-6.210650389,0.150058239,0.123451181,-17.731155,0.128981063,0.184665247,0.322579114,0.222382614,0.068687701,0.046790,0.315284594,-12.828697
0,-6.000000000,0.150058239,0.123815642,-17.488275,0.129101187,0.185182518,0.323452160,0.222868732,0.068667570,0.017469,0.316536087,-12.482679
0,-5.830551129,0.150058239,0.124140210,-17.271980,0.129228033,0.185622167,0.324173547,0.223302642,0.068652343,-0.004710,0.317561257,-12.199235
0,-5.808412077,0.150058239,0.124184670,-17.242351,0.129246591,0.185681151,0.324269050,0.223362145,0.068650417,-0.007515,0.317696405,-12.161869
0,-5.710650389,0.150058239,0.124386652,-17.107749,0.129334018,0.185945856,0.324694218,0.223632637,0.068642090,-0.019644,0.318296508,-11.995950
0,-5.330551129,0.150058239,0.125258790,-16.526549,0.129758485,0.187040325,0.326400300,0.224803495,0.068612440,-0.062830,0.320680596,-11.336787
0,-5.308412077,0.150058239,0.125313807,-16.489886,0.129787336,0.187107249,0.326502253,0.224877495,0.068610847,-0.065150,0.320821928,-11.297710
0,-5.210650389,0.150058239,0.125562249,-16.324322,0.129920144,0.187406921,0.326955833,0.225211851,0.068603989,-0.075139,0.321449243,-11.124268
0,-5.000000000,0.150058239,0.126127847,-15.947403,0.130236174,0.188075499,0.327951793,0.225974116,0.068590189,-0.095239,0.322818663,-10.745644
0,-4.830551129,0.150058239,0.126612525,-15.624410,0.130519833,0.188635792,0.328771280,0.226628429,0.068580058,-0.109996,0.323937638,-10.436265
0,-4.808412077,0.150058239,0.126677788,-15.580918,0.130558823,0.188710466,0.328879549,0.226716608,0.068578799,-0.111830,0.324084973,-10.395529
0,-4.710650389,0.150058239,0.126971302,-15.385318,0.130736307,0.189044257,0.329360943,0.227113389,0.068573412,-0.119676,0.324738696,-10.214785
0,-4.330551129,0.150058239,0.128193964,-14.570526,0.131508066,0.190404110,0.331283391,0.228769689,0.068555208,-0.146192,0.327328275,-9.498806
0,-4.308412077,0.150058239,0.128269123,-14.520440,0.131556993,0.190486330,0.331397836,0.228871678,0.068554282,-0.147541,0.327481430,-9.456461
0,-4.210650389,0.150058239,0.128606137,-14.295851,0.131778232,0.190853327,0.331906427,0.229329234,0.068550369,-0.153240,0.328160758,-9.268638
0,-4.000000000,0.150058239,0.129360466,-13.793160,0.132283539,0.191665748,0.333020098,0.230354726,0.068542918,-0.164092,0.329641185,-8.859323
0,-3.830551129,0.150058239,0.129994797,-13.370437,0.132718117,0.192340513,0.333933449,0.231218487,0.068537896,-0.171406,0.330848398,-8.525547
0,-3.710650389,0.150058239,0.130458268,-13.061576,0.133040614,0.192829298,0.334589082,0.231850373,0.068534867,-0.175819,0.331711323,-8.286962
0,-3.330551129,0.150058239,0.132006045,-12.030125,0.134143982,0.194439977,0.336718195,0.233965167,0.068528130,-0.185631,0.334493919,-7.517617
0,-3.210650389,0.150058239,0.132518582,-11.688566,0.134517248,0.194967096,0.337405636,0.234666969,0.068526911,-0.187408,0.335386310,-7.270884
0,-3.000000000,0.150058239,0.133446628,-11.070109,0.135201840,0.195914936,0.338631540,0.235939543,0.068525819,-0.188998,0.336970858,-6.832782
0,-2.830551129,0.150058239,0.134218250,-10.555894,0.135778862,0.196697283,0.339634317,0.236999371,0.068525913,-0.188861,0.338260784,-6.476137
0,-2.710650389,0.150058239,0.134777534,-10.183183,0.136201165,0.197261459,0.340352765,0.237768520,0.068526503,-0.188001,0.339181676,-6.221525
0,-2.210650389,0.150058239,0.137225314,-8.551963,0.138084781,0.199706991,0.343427107,0.241144032,0.068533645,-0.177599,0.343093425,-5.139987
0,-2.000000000,0.150058239,0.138310704,-7.828650,0.138936208,0.200781232,0.344759599,0.242645431,0.068538913,-0.169925,0.344775339,-4.674963
0,-1.710650389,0.150058239,0.139852006,-6.801514,0.140160047,0.202298209,0.346625277,0.244782172,0.068548333,-0.156205,0.347117622,-4.027359
0,-1.000000000,0.150058239,0.143873816,-4.121348,0.143422910,0.206220953,0.351377248,0.250382330,0.068582185,-0.106898,0.353023139,-2.394575
0,-0.500000000,0.150058239,0.146893084,-2.109285,0.145927157,0.209142051,0.354861188,0.254608529,0.068615121,-0.058926,0.357303754,-1.211051
0,-0.250000000,0.150058239,0.148457999,-1.066413,0.147240723,0.210650509,0.356645459,0.256806023,0.068634410,-0.030831,0.359481623,-0.608904
0,-0.100000000,0.150058239,0.149413976,-0.429342,0.148047904,0.211570525,0.357729316,0.258150705,0.068646884,-0.012660,0.360800104,-0.244365
0,-0.050000000,0.150058239,0.149735419,-0.215130,0.148320086,0.211879654,0.358092797,0.258603229,0.068651193,-0.006385,0.361241536,-0.122315
0,-0.020000000,0.150058239,0.149928946,-0.086162,0.148484138,0.212065718,0.358311411,0.258875767,0.068653814,-0.002567,0.361506857,-0.048958
0,0.000000000,0.150058239,0.150058239,0.000000,0.148593814,0.212190004,0.358457371,0.259057883,0.068655577,0.000000,0.361683931,0.000000
0,0.020000000,0.150058239,0.150187751,0.086308,0.148703737,0.212314484,0.358603506,0.259240338,0.068657351,0.002585,0.361861158,0.049001
0,0.050000000,0.150058239,0.150382427,0.216042,0.148869081,0.212501568,0.358823034,0.259514655,0.068660035,0.006494,0.362127286,0.122581
0,0.100000000,0.150058239,0.150707975,0.432989,0.149145878,0.212814341,0.359189782,0.259973534,0.068664569,0.013098,0.362571597,0.245426
0,0.250000000,0.150058239,0.151692687,1.089209,0.149985360,0.213759864,0.360296508,0.261362704,0.068678620,0.033564,0.363910234,0.615538
0,0.500000000,0.150058239,0.153360249,2.200486,0.151414300,0.215359426,0.362162454,0.263719098,0.068703539,0.069859,0.366160095,1.237590
0,1.000000000,0.150058239,0.156790469,4.486411,0.154380185,0.218645035,0.365973129,0.268581145,0.068758992,0.150629,0.370728771,2.500758
2,-14.069226735,0.144705675,0.138594750,-4.223003,0.146879239,0.185929101,0.302530317,0.233961464,0.073060595,5.886468,0.289276583,-19.853346
2,-13.569226735,0.144705675,0.135758015,-6.183352,0.143787540,0.184116009,0.301912719,0.229999467,0.072823693,5.543127,0.289604186,-19.762581
2,-13.069226735,0.144705675,0.133093433,-8.024732,0.140843606,0.182478500,0.301466093,0.226302185,0.072593153,5.209005,0.290117701,-19.620307
2,-12.569226735,0.144705675,0.130611541,-9.739863,0.138056892,0.181021338,0.301191201,0.222882793,0.072369035,4.884191,0.290816142,-19.426798
2,-12.531672051,0.144705675,0.130432800,-9.863383,0.137854201,0.180919298,0.301177503,0.222637549,0.072352462,4.860173,0.290876033,-19.410204
2,-12.069226735,0.144705675,0.128322939,-11.321419,0.135437102,0.179748910,0.301088512,0.219754263,0.072151398,4.568772,0.291698181,-19.182421
2,-12.031672051,0.144705675,0.128159143,-11.434612,0.135247345,0.179660910,0.301087759,0.219531379,0.072135315,4.545462,0.291771799,-19.162024
2,-11.569226735,0.144705675,0.126238141,-12.762135,0.132994101,0.178665161,0.301158203,0.216929180,0.071940303,4.262832,0.292762158,-18.887636
2,-11.531672051,0.144705675,0.126090070,-12.864461,0.132818024,0.178591479,0.301170396,0.216729581,0.071924713,4.240238,0.292849365,-18.863475
2,-11.419143026,0.144705675,0.125653665,-13.166042,0.132296773,0.178377203,0.301212749,0.216142208,0.071878224,4.172861,0.293116744,-18.789395
2,-11.069226735,0.144705675,0.124367396,-14.054928,0.130737801,0.177773544,0.301400155,0.214419538,0.071735806,3.966455,0.294006098,-18.542992
2,-11.031672051,0.144705675,0.124235805,-14.145865,0.130576145,0.177714417,0.301425273,0.214244095,0.071720714,3.944583,0.294106734,-18.515110
2,-10.919143026,0.144705675,0.123849109,-14.413095,0.130098439,0.177543850,0.301506340,0.213729477,0.071675719,3.879371,0.294414273,-18.429903
2,-10.569226735,0.144705675,0.122720494,-15.193033,0.128678022,0.177076960,0.301813952,0.212236527,0.071537964,3.679724,0.295427729,-18.149116
2,-10.531672051,0.144705675,0.122606093,-15.272091,0.128531517,0.177032583,0.301851952,0.212086042,0.071523375,3.658579,0.295541611,-18.117564
2,-10.419143026,0.144705675,0.122271212,-15.503513,0.128099533,0.176906288,0.301971595,0.211646547,0.071479886,3.595551,0.295888754,-18.021385
2,-10.069226735,0.144705675,0.121306551,-16.170150,0.126824340,0.176577718,0.302398889,0.210390316,0.071346833,3.402718,0.297024497,-17.706717
2,-10.031672051,0.144705675,0.121209993,-16.236877,0.126693692,0.176548239,0.302449708,0.210265505,0.071332750,3.382307,0.297151424,-17.671551
2,-10.000000000,0.144705675,0.121129620,-16.292419,0.126584455,0.176524251,0.302493312,0.210161763,0.071320902,3.365137,0.297259224,-17.641684
2,-9.919143026,0.144705675,0.120928848,-16.431164,0.126309526,0.176466638,0.302607723,0.209903236,0.071290779,3.321480,0.297537557,-17.564570
2,-9.569226735,0.144705675,0.120133794,-16.980592,0.125185912,0.176277494,0.303153977,0.208889834,0.071162467,3.135516,0.298793597,-17.216573
2,-9.531672051,0.144705675,0.120055654,-17.034592,0.125071785,0.176263012,0.303217527,0.208791312,0.071148894,3.115845,0.298933347,-17.177854
2,-9.419143026,0.144705675,0.119829932,-17.190579,0.124737410,0.176226381,0.303413649,0.208508064,0.071108454,3.057236,0.299357801,-17.060255
2,-9.069226735,0.144705675,0.119209342,-17.619443,0.123771285,0.176177305,0.304077946,0.207742573,0.070984917,2.878195,0.300731986,-16.679525
2,-9.031672051,0.144705675,0.119150103,-17.660380,0.123674292,0.176177871,0.304154123,0.207670840,0.070971859,2.859269,0.300884322,-16.637318
2,-8.919143026,0.144705675,0.118981210,-17.777095,0.123391515,0.176186335,0.304388024,0.207468052,0.070932961,2.802895,0.301346380,-16.509301
2,-8.569226735,0.144705675,0.118539003,-18.082686,0.122588208,0.176277494,0.305169264,0.206954408,0.070814237,2.630828,0.302836413,-16.096474
2,-8.531672051,0.144705675,0.118499045,-18.110299,0.122508892,0.176293104,0.305257941,0.206909835,0.070801696,2.612653,0.303001084,-16.050851
2,-8.419143026,0.144705675,0.118388063,-18.186993,0.122279309,0.176346634,0.305529236,0.206788561,0.070764352,2.558530,0.303499984,-15.912626
2,-8.069226735,0.144705675,0.118127103,-18.367332,0.121643436,0.176577718,0.306426142,0.206529449,0.070650475,2.393488,0.305103444,-15.468373
2,-8.031672051,0.144705675,0.118106687,-18.381441,0.121582260,0.176608320,0.306527175,0.206512270,0.070638455,2.376069,0.305280185,-15.419406
2,-8.000000000,0.144705675,0.118090615,-18.392548,0.121531739,0.176635001,0.306613098,0.206499386,0.070628349,2.361422,0.305429937,-15.377916
2,-7.919143026,0.144705675,0.118054344,-18.417613,0.121407217,0.176706734,0.306835425,0.206473150,0.070602676,2.324214,0.305815128,-15.271195
2,-7.569226735,0.144705675,0.117976351,-18.471511,0.120942555,0.177076960,0.307846553,0.206469940,0.070493679,2.166245,0.307529481,-14.796218
2,-7.531672051,0.144705675,0.117975611,-18.472022,0.120899887,0.177122451,0.307959780,0.206480246,0.070482185,2.149587,0.307718016,-14.743983
2,-7.419143026,0.144705675,0.117982254,-18.467432,0.120780438,0.177265418,0.308304493,0.206523486,0.070447981,2.100015,0.308288171,-14.586016
2,-7.069226735,0.144705675,0.118087745,-18.394531,0.120489820,0.177773544,0.309428243,0.206776195,0.070343897,1.949166,0.310110794,-14.081042
2,-7.031672051,0.144705675,0.118106687,-18.381441,0.120465923,0.177833771,0.309553488,0.206813933,0.070332931,1.933274,0.310310837,-14.025619
2,-6.919143026,0.144705675,0.118172271,-18.336119,0.120402805,0.178020814,0.309934124,0.206939304,0.070300312,1.885999,0.310915347,-13.858134
2,-6.569226735,0.144705675,0.118460547,-18.136903,0.120288035,0.178665161,0.311168755,0.207446595,0.070201173,1.742316,0.312843538,-13.323911
2,-6.531672051,0.144705675,0.118499045,-18.110299,0.120283056,0.178739927,0.311305824,0.207511565,0.070190739,1.727195,0.313054798,-13.265380
2,-6.419143026,0.144705675,0.118623136,-18.024545,0.120276664,0.178970434,0.311721800,0.207718407,0.070159715,1.682232,0.313692782,-13.088621
2,-6.069226735,0.144705675,0.119092301,-17.700324,0.120338460,0.179748910,0.313065439,0.208477627,0.070065550,1.545758,0.315723782,-12.525914
2,-6.031672051,0.144705675,0.119150103,-17.660380,0.120352432,0.179837974,0.313214126,0.208569491,0.070055651,1.531412,0.315945959,-12.464358
2,-6.000000000,0.144705675,0.119199968,-17.625921,0.120365320,0.179913913,0.313340193,0.208648521,0.070047334,1.519359,0.316133962,-12.412270
2,-5.919143026,0.144705675,0.119331893,-17.534753,0.120402805,0.180111204,0.313664818,0.208856731,0.070026232,1.488775,0.316616523,-12.278572
2,-5.569226735,0.144705675,0.119978918,-17.087621,0.120640780,0.181021338,0.315115475,0.209863976,0.069937069,1.359552,0.318747527,-11.688159
2,-5.531672051,0.144705675,0.120055654,-17.034592,0.120673615,0.181124420,0.315275561,0.209982265,0.069927709,1.345986,0.318980320,-11.623661
2,-5.419143026,0.144705675,0.120293983,-16.869893,0.120780438,0.181439519,0.315760312,0.210348443,0.069899903,1.305688,0.319682554,-11.429101
2,-5.069226735,0.144705675,0.121114799,-16.302661,0.121193110,0.182478500,0.317315891,0.211598658,0.069815771,1.183754,0.321910729,-10.811765
2,-5.031672051,0.144705675,0.121209993,-16.236877,0.121244604,0.182595285,0.317487148,0.211742785,0.069806951,1.170972,0.322153832,-10.744411
2,-5.000000000,0.144705675,0.121291336,-16.180664,0.121289112,0.182694567,0.317632225,0.211865824,0.069799545,1.160238,0.322359448,-10.687444
2,-4.919143026,0.144705675,0.121503388,-16.034124,0.121407217,0.182951295,0.318005267,0.212186092,0.069780768,1.133025,0.322886824,-10.541329
2,-4.569226735,0.144705675,0.122493012,-15.350237,0.121992054,0.184116009,0.319663581,0.213673190,0.069701692,1.018420,0.325209319,-9.897861
2,-4.531672051,0.144705675,0.122606093,-15.272091,0.122061894,0.184246152,0.319845772,0.213842463,0.069693416,1.006426,0.325462427,-9.827736
2,-4.419143026,0.144705675,0.122952811,-15.032488,0.122279309,0.184642024,0.320396540,0.214360779,0.069668863,0.970842,0.326225258,-9.616387
2,-4.069226735,0.144705675,0.124105482,-14.235926,0.123032807,0.185929101,0.322155326,0.216077783,0.069594867,0.863600,0.328639221,-8.947577
2,-4.031672051,0.144705675,0.124235805,-14.145865,0.123120579,0.186072230,0.322348203,0.216271419,0.069587138,0.852398,0.328902027,-8.874764
2,-4.000000000,0.144705675,0.124346700,-14.069231,0.123195634,0.186193685,0.322511485,0.216436120,0.069580651,0.842996,0.329124223,-8.813203
2,-3.919143026,0.144705675,0.124633878,-13.870774,0.123391515,0.186506841,0.322930883,0.216862366,0.069564223,0.819187,0.329693780,-8.655402
2,-3.531672051,0.144705675,0.126090070,-12.864461,0.124414498,0.188068415,0.324991122,0.219018699,0.069488151,0.708936,0.332468566,-7.886622
2,-3.419143026,0.144705675,0.126537358,-12.555359,0.124737410,0.188540579,0.325604953,0.219679686,0.069466881,0.678110,0.333288330,-7.659500
2,-3.031672051,0.144705675,0.128159143,-11.434612,0.125936400,0.190229352,0.327771129,0.222072490,0.069396486,0.576087,0.336158004,-6.864431
2,-3.000000000,0.144705675,0.128297206,-11.339202,0.126040297,0.190371655,0.327951764,0.222275967,0.069390927,0.568030,0.336395754,-6.798560
2,-2.919143026,0.144705675,0.128653378,-11.093067,0.126309526,0.190737836,0.328415338,0.222800761,0.069376868,0.547655,0.337004874,-6.629798
2,-2.531672051,0.144705675,0.130432800,-9.863383,0.127678132,0.192549494,0.330684768,0.225420335,0.069312172,0.453891,0.339966340,-5.809297
2,-2.419143026,0.144705675,0.130971637,-9.491015,0.128099533,0.193093029,0.331358570,0.226213019,0.069294213,0.427862,0.340839422,-5.567402
2,-2.000000000,0.144705675,0.133063150,-8.045659,0.129761417,0.195184889,0.333925643,0.229288381,0.069230612,0.335686,0.344141921,-4.652415
2,-1.919143026,0.144705675,0.133481599,-7.756487,0.130098439,0.195600454,0.334431141,0.229903495,0.069218941,0.318771,0.344788037,-4.473403
2,-1.419143026,0.144705675,0.136172663,-5.896805,0.132296773,0.198254334,0.337629519,0.233859018,0.069151077,0.220416,0.348846846,-3.348874
2,-1.000000000,0.144705675,0.138560414,-4.246731,0.134286154,0.200587661,0.340405030,0.237369465,0.069099911,0.146261,0.352331420,-2.383442
2,-0.500000000,0.144705675,0.141557111,-2.175840,0.136825520,0.203495650,0.343825446,0.241777828,0.069045719,0.067722,0.356582937,-1.205521
2,-0.250000000,0.144705675,0.143113025,-1.100614,0.138160119,0.204998777,0.345579290,0.244068272,0.069021422,0.032507,0.358746278,-0.606148
2,-0.100000000,0.144705675,0.144064284,-0.443238,0.138980942,0.205915965,0.346645307,0.245469224,0.069007740,0.012678,0.360056049,-0.243265
2,-0.050000000,0.144705675,0.144384264,-0.222114,0.139257835,0.206224213,0.347002910,0.245940580,0.069003328,0.006285,0.360494579,-0.121766
2,-0.020000000,0.144705675,0.144576940,-0.088964,0.139424751,0.206409762,0.347218013,0.246224434,0.069000718,0.002501,0.360758161,-0.048738
2,0.000000000,0.144705675,0.144705675,0.000000,0.139536353,0.206533710,0.347361639,0.246414101,0.068998992,0.000000,0.360934074,0.000000
2,0.020000000,0.144705675,0.144834638,0.089121,0.139648214,0.206657858,0.347505446,0.246604113,0.068997278,-0.002484,0.361110141,0.048781
2,0.050000000,0.144705675,0.145028508,0.223096,0.139816489,0.206844452,0.347721491,0.246889775,0.068994730,-0.006176,0.361374529,0.122032
2,0.100000000,0.144705675,0.145352752,0.447168,0.140098231,0.207156431,0.348082463,0.247367588,0.068990543,-0.012244,0.361815940,0.244329
2,0.250000000,0.144705675,0.146333863,1.125172,0.140953003,0.208099746,0.349172058,0.248813747,0.068978432,-0.029798,0.363145883,0.612801
2,0.500000000,0.144705675,0.147996414,2.274091,0.142408862,0.209696187,0.351010111,0.251265669,0.068959743,-0.056883,0.365381269,1.232135
2,1.000000000,0.144705675,0.151420059,4.640028,0.145433467,0.212977539,0.354767398,0.256320308,0.068927986,-0.102908,0.369921060,2.489925
4,-14.439425213,0.141863703,0.129086604,-9.006602,0.135589795,0.177827959,0.291276035,0.220102361,0.067461491,1.727735,0.286547257,-19.922053
4,-13.939425213,0.141863703,0.126179887,-11.055552,0.132348616,0.175937271,0.290653580,0.215897970,0.067314937,1.506740,0.286708209,-19.877074
4,-13.439425213,0.141863703,0.123455279,-12.976134,0.129260982,0.174228212,0.290207911,0.211966708,0.067175775,1.296893,0.287056366,-19.779779
4,-13.189143994,0.141863703,0.122163682,-13.886583,0.127776599,0.173442638,0.290051487,0.210106285,0.067108908,1.196061,0.287300750,-19.711484
4,-12.939425213,0.141863703,0.120925090,-14.759669,0.126338149,0.172706175,0.289939842,0.208324039,0.067044054,1.098266,0.287591051,-19.630357
4,-12.689143994,0.141863703,0.119735484,-15.598225,0.124940629,0.172016116,0.289872524,0.206613866,0.066980927,1.003074,0.287928435,-19.536072
4,-12.439425213,0.141863703,0.118601763,-16.397387,0.123591811,0.171376142,0.289849867,0.204985349,0.066919816,0.910922,0.288311223,-19.429099
4,-12.189143994,0.141863703,0.117520365,-17.159666,0.122287135,0.170783917,0.289871778,0.203433028,0.066860451,0.821403,0.288740957,-19.309006
4,-12.033716207,0.141863703,0.116877130,-17.613084,0.121501359,0.170441152,0.289907867,0.202510072,0.066824536,0.767245,0.289030958,-19.227963
4,-11.939425213,0.141863703,0.116497675,-17.880562,0.121033983,0.170242614,0.289938151,0.201965714,0.066803103,0.734927,0.289215499,-19.176391
4,-11.689143994,0.141863703,0.115530584,-18.562266,0.119828241,0.169750271,0.290049252,0.200578593,0.066747520,0.651111,0.289736762,-19.030720
4,-11.533716207,0.141863703,0.114959833,-18.964590,0.119105446,0.169469999,0.290140689,0.199760018,0.066713958,0.600502,0.290083369,-18.933858
4,-11.439425213,0.141863703,0.114624900,-19.200685,0.118676854,0.169309537,0.290204532,0.199279637,0.066693955,0.570339,0.290302157,-18.872716
4,-11.189143994,0.141863703,0.113777963,-19.797692,0.117576157,0.168918823,0.290404618,0.198064674,0.066642173,0.492254,0.290913968,-18.701741
4,-11.033716207,0.141863703,0.113283239,-20.146425,0.116920126,0.168702049,0.290551236,0.197354676,0.066610976,0.445211,0.291316532,-18.589241
4,-10.939425213,0.141863703,0.112994941,-20.349646,0.116532603,0.168580240,0.290648520,0.196940767,0.066592409,0.417214,0.291569159,-18.518642
4,-10.689143994,0.141863703,0.112273609,-20.858114,0.115542977,0.168292572,0.290937224,0.195904380,0.066544445,0.344887,0.292270382,-18.322680
4,-10.533716207,0.141863703,0.111858172,-21.150957,0.114957408,0.168140085,0.291138756,0.195306783,0.066515624,0.301426,0.292728161,-18.194750
4,-10.439425213,0.141863703,0.111618435,-21.319948,0.114613179,0.168057376,0.291269303,0.194961601,0.066498500,0.275604,0.293014165,-18.114824
