candidate_id,split,stage,log_parameter,measurement_dimension,parameter_field,parameter_value_kind,parameter_value,launch_command_signature,count,accepted_count,rejected_count,rejected_rate,rejected_rate_penalty,finite_count,nonfinite_count,sum_nis,sum_nis_sq,rms_nis,sqrt_mean_nis,accepted_only_sum_nis,accepted_only_sum_nis_sq,accepted_only_rms_nis,accepted_only_sqrt_mean_nis,physical_residual_rms,segment_count
candidate_3_load_sensitive,all,SEC_20_LAUNCH,forward_accel_nis,1,observed_drive_command_magnitude,observed_drive_command_magnitude,0.17,"pair=-0.18,-0.18;linear=-0.18;yaw=0",1228,1228,0,0,0,1228,0,317.93420654,227.207663754,0.430142450227,0.508826175611,317.93420654,227.207663754,0.430142450227,0.508826175611,0.725933166169,5
candidate_3_load_sensitive,all,SEC_20_LAUNCH,forward_accel_nis,1,observed_drive_command_magnitude,observed_drive_command_magnitude,0.17,"pair=0.18,0.18;linear=0.18;yaw=0",1235,1235,0,0,0,1235,0,327.545573104,271.360993052,0.468748867142,0.51499425971,327.545573104,271.360993052,0.468748867142,0.51499425971,0.753434627446,5
candidate_3_load_sensitive,all,SEC_20_LAUNCH,forward_accel_nis,1,observed_drive_command_magnitude,observed_drive_command_magnitude,0.18,"pair=-0.18,-0.18;linear=-0.18;yaw=0",1233,1233,0,0,0,1233,0,157.624881179,84.6415733928,0.262005450239,0.357545114162,157.624881179,84.6415733928,0.262005450239,0.357545114162,0.550566526624,5
candidate_3_load_sensitive,all,SEC_20_LAUNCH,forward_accel_nis,1,observed_drive_command_magnitude,observed_drive_command_magnitude,0.18,"pair=0.18,0.18;linear=0.18;yaw=0",1226,1226,0,0,0,1226,0,161.003275814,90.2018474818,0.271245462117,0.362386592278,161.003275814,90.2018474818,0.271245462117,0.362386592278,0.554587881248,5
candidate_3_load_sensitive,all,SEC_20_LAUNCH,forward_accel_nis,1,observed_drive_command_magnitude,observed_drive_command_magnitude,0.19,"pair=-0.18,-0.18;linear=-0.18;yaw=0",1231,1231,0,0,0,1231,0,181.344490586,124.619143147,0.31817302277,0.383816071942,181.344490586,124.619143147,0.31817302277,0.383816071942,0.590073683331,5
candidate_3_load_sensitive,all,SEC_20_LAUNCH,forward_accel_nis,1,observed_drive_command_magnitude,observed_drive_command_magnitude,0.19,"pair=0.18,0.18;linear=0.18;yaw=0",1227,1227,0,0,0,1227,0,180.53046832,117.349853256,0.309256612226,0.383577366411,180.53046832,117.349853256,0.309256612226,0.383577366411,0.59053384905,5
candidate_3_load_sensitive,all,SEC_20_LAUNCH,forward_accel_nis,1,observed_drive_command_magnitude,observed_drive_command_magnitude,0.2,"pair=-0.2,-0.2;linear=-0.2;yaw=0",1231,1231,0,0,0,1231,0,309.445973627,269.700993187,0.468071551588,0.501375827349,309.445973627,269.700993187,0.468071551588,0.501375827349,0.739154436678,5
candidate_3_load_sensitive,all,SEC_20_LAUNCH,forward_accel_nis,1,observed_drive_command_magnitude,observed_drive_command_magnitude,0.2,"pair=0.2,0.2;linear=0.2;yaw=0",1233,1233,0,0,0,1233,0,380.22725641,477.79156139,0.622497625625,0.555315869438,380.22725641,477.79156139,0.622497625625,0.555315869438,0.832909738461,5
candidate_3_load_sensitive,all,SEC_20_LAUNCH,forward_accel_nis,1,observed_drive_command_magnitude,observed_drive_command_magnitude,0.21,"pair=-0.22,-0.22;linear=-0.22;yaw=0",1233,1233,0,0,0,1233,0,257.898584932,185.506735348,0.387880818131,0.457343953091,257.898584932,185.506735348,0.387880818131,0.457343953091,0.717037288013,5
candidate_3_load_sensitive,all,SEC_20_LAUNCH,forward_accel_nis,1,observed_drive_command_magnitude,observed_drive_command_magnitude,0.21,"pair=0.22,0.22;linear=0.22;yaw=0",1232,1232,0,0,0,1232,0,248.774102791,212.268033972,0.415084909531,0.449362917347,248.774102791,212.268033972,0.415084909531,0.449362917347,0.699703168922,5
candidate_3_load_sensitive,all,SEC_20_LAUNCH,forward_accel_nis,1,observed_drive_command_magnitude,observed_drive_command_magnitude,0.22,"pair=-0.22,-0.22;linear=-0.22;yaw=0",1233,1233,0,0,0,1233,0,373.91799623,405.916887044,0.573768922295,0.550689309425,373.91799623,405.916887044,0.573768922295,0.550689309425,0.843814741172,5
candidate_3_load_sensitive,all,SEC_20_LAUNCH,forward_accel_nis,1,observed_drive_command_magnitude,observed_drive_command_magnitude,0.22,"pair=0.22,0.22;linear=0.22;yaw=0",1233,1233,0,0,0,1233,0,396.036305417,453.590339288,0.606527308991,0.566742735281,396.036305417,453.590339288,0.606527308991,0.566742735281,0.873689955601,5
candidate_3_load_sensitive,all,SEC_20_LAUNCH,forward_accel_nis,1,observed_drive_command_magnitude,observed_drive_command_magnitude,0.23,"pair=-0.24,-0.24;linear=-0.24;yaw=0",1228,1228,0,0,0,1228,0,228.013632145,207.906748014,0.411467093936,0.430904691943,228.013632145,207.906748014,0.411467093936,0.430904691943,0.71821318461,5
candidate_3_load_sensitive,all,SEC_20_LAUNCH,forward_accel_nis,1,observed_drive_command_magnitude,observed_drive_command_magnitude,0.23,"pair=0.24,0.24;linear=0.24;yaw=0",1236,1236,0,0,0,1236,0,230.269028748,216.27862333,0.41830934123,0.431626925937,230.269028748,216.27862333,0.41830934123,0.431626925937,0.71797162562,5
candidate_3_load_sensitive,all,SEC_20_LAUNCH,forward_accel_nis,1,observed_drive_command_magnitude,observed_drive_command_magnitude,0.24,"pair=-0.24,-0.24;linear=-0.24;yaw=0",1233,1233,0,0,0,1233,0,251.613631145,257.76339735,0.457224070061,0.451736876188,251.613631145,257.76339735,0.457224070061,0.451736876188,0.756804568194,5
candidate_3_load_sensitive,all,SEC_20_LAUNCH,forward_accel_nis,1,observed_drive_command_magnitude,observed_drive_command_magnitude,0.24,"pair=0.24,0.24;linear=0.24;yaw=0",1229,1229,0,0,0,1229,0,250.661357635,249.0129648,0.450126973136,0.451614369972,250.661357635,249.0129648,0.450126973136,0.451614369972,0.759846322384,5
candidate_3_load_sensitive,all,SEC_20_LAUNCH,forward_accel_nis,1,observed_drive_command_magnitude,observed_drive_command_magnitude,0.25,"pair=-0.24,-0.24;linear=-0.24;yaw=0",6236,6229,7,0.00112251443233,0.00224502886466,6236,0,6774.69134917,34302.1484602,2.34534970607,1.04229751812,6552.32866762,26847.5962795,2.0760773906,1.02562517243,1.99296351722,25
