candidate_id,split,stage,log_parameter,measurement_dimension,count,accepted_count,rejected_count,rejected_rate,rejected_rate_penalty,finite_count,nonfinite_count,segment_count,score_partition,rms_nis,sqrt_mean_nis,accepted_only_rms_nis,accepted_only_sqrt_mean_nis,expected_rms_nis,guarded_rms_nis,under_expected_penalty,inflation_flag,physical_residual_rms,parameter_field,parameter_value_kind,parameter_value,launch_command_signature
slip_zlock,all,yaw_launch,forward_accel_nis,1,999,997,2,0.002002002002,0.004004004004,999,0,1,active_traction,8.05257646036,2.4261394841,5.91928751306,2.3776025316,1.73205080757,8.05257646036,0,false,3.43380175616,drive_command_bin,logged_drive_command_bin,-0.5,"pair=-0.5,0.5;linear=0;yaw=0.5"
slip_zlock,all,yaw_launch,forward_accel_nis,1,1,1,0,0,0,1,0,1,active_traction,0.0441674667203,0.210160573658,0.0441674667203,0.210160573658,1.73205080757,1.73205080757,1.68788334085,true,0.346108287528,drive_command_bin,logged_drive_command_bin,-0.5,"pair=0,0;linear=0;yaw=0"
slip_zlock,all,yaw_launch,right_accel_nis,1,999,994,5,0.00500500500501,0.01001001001,999,0,1,active_traction,3.95918902971,1.61802861253,2.8542879742,1.5615008431,1.73205080757,3.95918902971,0,false,2.01201747168,drive_command_bin,logged_drive_command_bin,-0.5,"pair=-0.5,0.5;linear=0;yaw=0.5"
slip_zlock,all,yaw_launch,right_accel_nis,1,1,1,0,0,0,1,0,1,active_traction,2.02435067931e-07,0.000449927847472,2.02435067931e-07,0.000449927847472,1.73205080757,1.73205080757,1.73205060513,true,0.0132642566978,drive_command_bin,logged_drive_command_bin,-0.5,"pair=0,0;linear=0;yaw=0"
slip_zlock,all,yaw_launch,yaw_rate_nis,1,999,999,0,0,0,999,0,1,active_traction,7.49364942245,2.50307195126,7.49364942245,2.50307195126,1.73205080757,7.49364942245,0,false,0.142163663947,drive_command_bin,logged_drive_command_bin,-0.5,"pair=-0.5,0.5;linear=0;yaw=0.5"
slip_zlock,all,yaw_launch,yaw_rate_nis,1,1,1,0,0,0,1,0,1,active_traction,0.00112080239785,0.0334783870258,0.00112080239785,0.0334783870258,1.73205080757,1.73205080757,1.73093000517,true,0.00549778714776,drive_command_bin,logged_drive_command_bin,-0.5,"pair=0,0;linear=0;yaw=0"
slip_zlock,held_out,yaw_launch,forward_accel_nis,1,999,997,2,0.002002002002,0.004004004004,999,0,1,active_traction,8.05257646036,2.4261394841,5.91928751306,2.3776025316,1.73205080757,8.05257646036,0,false,3.43380175616,drive_command_bin,logged_drive_command_bin,-0.5,"pair=-0.5,0.5;linear=0;yaw=0.5"
slip_zlock,held_out,yaw_launch,forward_accel_nis,1,1,1,0,0,0,1,0,1,active_traction,0.0441674667203,0.210160573658,0.0441674667203,0.210160573658,1.73205080757,1.73205080757,1.68788334085,true,0.346108287528,drive_command_bin,logged_drive_command_bin,-0.5,"pair=0,0;linear=0;yaw=0"
slip_zlock,held_out,yaw_launch,right_accel_nis,1,999,994,5,0.00500500500501,0.01001001001,999,0,1,active_traction,3.95918902971,1.61802861253,2.8542879742,1.5615008431,1.73205080757,3.95918902971,0,false,2.01201747168,drive_command_bin,logged_drive_command_bin,-0.5,"pair=-0.5,0.5;linear=0;yaw=0.5"
slip_zlock,held_out,yaw_launch,right_accel_nis,1,1,1,0,0,0,1,0,1,active_traction,2.02435067931e-07,0.000449927847472,2.02435067931e-07,0.000449927847472,1.73205080757,1.73205080757,1.73205060513,true,0.0132642566978,drive_command_bin,logged_drive_command_bin,-0.5,"pair=0,0;linear=0;yaw=0"
slip_zlock,held_out,yaw_launch,yaw_rate_nis,1,999,999,0,0,0,999,0,1,active_traction,7.49364942245,2.50307195126,7.49364942245,2.50307195126,1.73205080757,7.49364942245,0,false,0.142163663947,drive_command_bin,logged_drive_command_bin,-0.5,"pair=-0.5,0.5;linear=0;yaw=0.5"
slip_zlock,held_out,yaw_launch,yaw_rate_nis,1,1,1,0,0,0,1,0,1,active_traction,0.00112080239785,0.0334783870258,0.00112080239785,0.0334783870258,1.73205080757,1.73205080757,1.73093000517,true,0.00549778714776,drive_command_bin,logged_drive_command_bin,-0.5,"pair=0,0;linear=0;yaw=0"
