candidate_id,split,stage,log_parameter,measurement_dimension,parameter_field,parameter_value_kind,parameter_value,launch_command_signature,count,accepted_count,rejected_count,rejected_rate,rejected_rate_penalty,finite_count,nonfinite_count,sum_nis,sum_nis_sq,rms_nis,sqrt_mean_nis,accepted_only_sum_nis,accepted_only_sum_nis_sq,accepted_only_rms_nis,accepted_only_sqrt_mean_nis,physical_residual_rms,segment_count
candidate_1_algebraic_envelope,all,yaw_launch,forward_accel_nis,1,drive_command_bin,logged_drive_command_bin,-0.5,"pair=-0.5,0.5;linear=0;yaw=0.5",999,997,2,0.002002002002,0.004004004004,999,0,5880.26664352,64779.1436623,8.05257646036,2.4261394841,5636.03481688,34932.8507683,5.91928751306,2.3776025316,3.43380175616,1
candidate_1_algebraic_envelope,all,yaw_launch,forward_accel_nis,1,drive_command_bin,logged_drive_command_bin,-0.5,"pair=0,0;linear=0;yaw=0",1,1,0,0,0,1,0,0.0441674667203,0.00195076511649,0.0441674667203,0.210160573658,0.0441674667203,0.00195076511649,0.0441674667203,0.210160573658,0.346108287528,1
candidate_1_algebraic_envelope,all,yaw_launch,right_accel_nis,1,drive_command_bin,logged_drive_command_bin,-0.5,"pair=-0.5,0.5;linear=0;yaw=0.5",999,994,5,0.00500500500501,0.01001001001,999,0,2615.39857436,15659.5025952,3.95918902971,1.61802861253,2423.6551737,8098.07808065,2.8542879742,1.5615008431,2.01201747168,1
candidate_1_algebraic_envelope,all,yaw_launch,right_accel_nis,1,drive_command_bin,logged_drive_command_bin,-0.5,"pair=0,0;linear=0;yaw=0",1,1,0,0,0,1,0,2.02435067931e-07,4.09799567281e-14,2.02435067931e-07,0.000449927847472,2.02435067931e-07,4.09799567281e-14,2.02435067931e-07,0.000449927847472,0.0132642566978,1
candidate_1_algebraic_envelope,all,yaw_launch,yaw_rate_nis,1,drive_command_bin,logged_drive_command_bin,-0.5,"pair=-0.5,0.5;linear=0;yaw=0.5",999,999,0,0,0,999,0,6259.10382401,56098.6268849,7.49364942245,2.50307195126,6259.10382401,56098.6268849,7.49364942245,2.50307195126,0.142163663947,1
candidate_1_algebraic_envelope,all,yaw_launch,yaw_rate_nis,1,drive_command_bin,logged_drive_command_bin,-0.5,"pair=0,0;linear=0;yaw=0",1,1,0,0,0,1,0,0.00112080239785,1.25619801502e-06,0.00112080239785,0.0334783870258,0.00112080239785,1.25619801502e-06,0.00112080239785,0.0334783870258,0.00549778714776,1
candidate_1_algebraic_envelope,held_out,yaw_launch,forward_accel_nis,1,drive_command_bin,logged_drive_command_bin,-0.5,"pair=-0.5,0.5;linear=0;yaw=0.5",999,997,2,0.002002002002,0.004004004004,999,0,5880.26664352,64779.1436623,8.05257646036,2.4261394841,5636.03481688,34932.8507683,5.91928751306,2.3776025316,3.43380175616,1
candidate_1_algebraic_envelope,held_out,yaw_launch,forward_accel_nis,1,drive_command_bin,logged_drive_command_bin,-0.5,"pair=0,0;linear=0;yaw=0",1,1,0,0,0,1,0,0.0441674667203,0.00195076511649,0.0441674667203,0.210160573658,0.0441674667203,0.00195076511649,0.0441674667203,0.210160573658,0.346108287528,1
candidate_1_algebraic_envelope,held_out,yaw_launch,right_accel_nis,1,drive_command_bin,logged_drive_command_bin,-0.5,"pair=-0.5,0.5;linear=0;yaw=0.5",999,994,5,0.00500500500501,0.01001001001,999,0,2615.39857436,15659.5025952,3.95918902971,1.61802861253,2423.6551737,8098.07808065,2.8542879742,1.5615008431,2.01201747168,1
candidate_1_algebraic_envelope,held_out,yaw_launch,right_accel_nis,1,drive_command_bin,logged_drive_command_bin,-0.5,"pair=0,0;linear=0;yaw=0",1,1,0,0,0,1,0,2.02435067931e-07,4.09799567281e-14,2.02435067931e-07,0.000449927847472,2.02435067931e-07,4.09799567281e-14,2.02435067931e-07,0.000449927847472,0.0132642566978,1
candidate_1_algebraic_envelope,held_out,yaw_launch,yaw_rate_nis,1,drive_command_bin,logged_drive_command_bin,-0.5,"pair=-0.5,0.5;linear=0;yaw=0.5",999,999,0,0,0,999,0,6259.10382401,56098.6268849,7.49364942245,2.50307195126,6259.10382401,56098.6268849,7.49364942245,2.50307195126,0.142163663947,1
candidate_1_algebraic_envelope,held_out,yaw_launch,yaw_rate_nis,1,drive_command_bin,logged_drive_command_bin,-0.5,"pair=0,0;linear=0;yaw=0",1,1,0,0,0,1,0,0.00112080239785,1.25619801502e-06,0.00112080239785,0.0334783870258,0.00112080239785,1.25619801502e-06,0.00112080239785,0.0334783870258,0.00549778714776,1
