phase,candidate_id,trial_id,selection_score,sample_count
train_screen,candidate_2_stribeck,candidate_2_stribeck:trial_042,170.811482784,349056
train_screen,candidate_2_stribeck,candidate_2_stribeck:nominal,171.682025444,349056
train_screen,candidate_2_stribeck,candidate_2_stribeck:trial_179,174.141971112,349056
train_screen,candidate_2_stribeck,candidate_2_stribeck:trial_026,174.655009458,349056
train_screen,candidate_2_stribeck,candidate_2_stribeck:trial_153,175.518873275,349056
train_screen,candidate_2_stribeck,candidate_2_stribeck:trial_060,175.797986187,349056
train_screen,candidate_2_stribeck,candidate_2_stribeck:trial_099,175.826943311,349056
train_screen,candidate_2_stribeck,candidate_2_stribeck:trial_182,176.082184695,349056
train_screen,candidate_2_stribeck,candidate_2_stribeck:trial_015,176.211940092,349056
train_screen,candidate_2_stribeck,candidate_2_stribeck:trial_041,176.428984723,349056
train_screen,candidate_2_stribeck,candidate_2_stribeck:trial_054,176.56687787,349056
train_screen,candidate_2_stribeck,candidate_2_stribeck:trial_059,176.578539258,349056
train_screen,candidate_2_stribeck,candidate_2_stribeck:trial_011,176.717597925,349056
train_screen,candidate_2_stribeck,candidate_2_stribeck:trial_038,176.718265716,349056
train_screen,candidate_2_stribeck,candidate_2_stribeck:trial_161,176.722904668,349056
train_screen,candidate_2_stribeck,candidate_2_stribeck:trial_135,176.727434333,349056
train_screen,candidate_2_stribeck,candidate_2_stribeck:trial_111,176.923434536,349056
train_screen,candidate_2_stribeck,candidate_2_stribeck:trial_012,176.952766506,349056
train_screen,candidate_2_stribeck,candidate_2_stribeck:trial_149,177.268856015,349056
train_screen,candidate_2_stribeck,candidate_2_stribeck:trial_188,177.354026966,349056
train_screen,candidate_2_stribeck,candidate_2_stribeck:trial_140,177.404506972,349056
train_screen,candidate_2_stribeck,candidate_2_stribeck:trial_057,177.626241212,349056
train_screen,candidate_2_stribeck,candidate_2_stribeck:trial_007,177.932273492,349056
train_screen,candidate_2_stribeck,candidate_2_stribeck:trial_009,178.272493726,349056
train_screen,candidate_2_stribeck,candidate_2_stribeck:trial_104,178.328832332,349056
train_screen,candidate_2_stribeck,candidate_2_stribeck:trial_079,178.852179728,349056
train_screen,candidate_2_stribeck,candidate_2_stribeck:trial_139,178.8729485,349056
train_screen,candidate_2_stribeck,candidate_2_stribeck:trial_107,179.074766924,349056
train_screen,candidate_2_stribeck,candidate_2_stribeck:trial_108,179.315615429,349056
train_screen,candidate_2_stribeck,candidate_2_stribeck:trial_086,179.435475612,349056
train_screen,candidate_2_stribeck,candidate_2_stribeck:trial_065,179.613865813,349056
train_screen,candidate_2_stribeck,candidate_2_stribeck:trial_183,179.618453809,349056
train_screen,candidate_2_stribeck,candidate_2_stribeck:trial_016,179.636073984,349056
train_screen,candidate_2_stribeck,candidate_2_stribeck:trial_148,179.694603276,349056
train_screen,candidate_2_stribeck,candidate_2_stribeck:trial_112,179.82420329,349056
train_screen,candidate_2_stribeck,candidate_2_stribeck:trial_029,179.870801144,349056
train_screen,candidate_2_stribeck,candidate_2_stribeck:trial_103,180.108385076,349056
train_screen,candidate_2_stribeck,candidate_2_stribeck:trial_001,180.112038313,349056
