candidate_id,split,stage,log_parameter,measurement_dimension,count,accepted_count,rejected_count,rejected_rate,rejected_rate_penalty,finite_count,nonfinite_count,segment_count,score_partition,rms_nis,sqrt_mean_nis,accepted_only_rms_nis,accepted_only_sqrt_mean_nis,expected_rms_nis,guarded_rms_nis,under_expected_penalty,inflation_flag,physical_residual_rms,parameter_field,parameter_value_kind,parameter_value,launch_command_signature
baseline/current_holdover,all,SEC_20_LAUNCH,forward_accel_nis,1,1228,1228,0,0,0,1228,0,5,active_traction,1.53004330621,0.971886049656,1.53004330621,0.971886049656,1.73205080757,1.73205080757,0.202007501361,false,1.18456180913,observed_drive_command_magnitude,observed_drive_command_magnitude,0.17,"pair=-0.18,-0.18;linear=-0.18;yaw=0"
baseline/current_holdover,all,SEC_20_LAUNCH,forward_accel_nis,1,1235,1233,2,0.00161943319838,0.00323886639676,1235,0,5,active_traction,4.46435964891,1.57356289375,4.21197328771,1.55566522051,1.73205080757,4.46435964891,0,false,1.909882357,observed_drive_command_magnitude,observed_drive_command_magnitude,0.17,"pair=0.18,0.18;linear=0.18;yaw=0"
baseline/current_holdover,all,SEC_20_LAUNCH,forward_accel_nis,1,1233,1233,0,0,0,1233,0,5,active_traction,0.49523171534,0.660729503395,0.49523171534,0.660729503395,1.73205080757,1.73205080757,1.23681909223,true,0.80896170836,observed_drive_command_magnitude,observed_drive_command_magnitude,0.18,"pair=-0.18,-0.18;linear=-0.18;yaw=0"
baseline/current_holdover,all,SEC_20_LAUNCH,forward_accel_nis,1,1226,1226,0,0,0,1226,0,5,active_traction,0.497259718628,0.657597696151,0.497259718628,0.657597696151,1.73205080757,1.73205080757,1.23479108894,true,0.806379418112,observed_drive_command_magnitude,observed_drive_command_magnitude,0.18,"pair=0.18,0.18;linear=0.18;yaw=0"
baseline/current_holdover,all,SEC_20_LAUNCH,forward_accel_nis,1,1231,1231,0,0,0,1231,0,5,active_traction,0.546518225114,0.695696045927,0.546518225114,0.695696045927,1.73205080757,1.73205080757,1.18553258245,true,0.85735586339,observed_drive_command_magnitude,observed_drive_command_magnitude,0.19,"pair=-0.18,-0.18;linear=-0.18;yaw=0"
baseline/current_holdover,all,SEC_20_LAUNCH,forward_accel_nis,1,1227,1227,0,0,0,1227,0,5,active_traction,0.552228888158,0.697647626375,0.552228888158,0.697647626375,1.73205080757,1.73205080757,1.17982191941,true,0.85645350757,observed_drive_command_magnitude,observed_drive_command_magnitude,0.19,"pair=0.18,0.18;linear=0.18;yaw=0"
baseline/current_holdover,all,SEC_20_LAUNCH,forward_accel_nis,1,1231,1213,18,0.0146222583266,0.0292445166531,1231,0,5,active_traction,5.8547841838,1.37572736812,2.97104680262,1.15061853157,1.73205080757,5.8547841838,0,false,1.67505214151,observed_drive_command_magnitude,observed_drive_command_magnitude,0.2,"pair=-0.2,-0.2;linear=-0.2;yaw=0"
baseline/current_holdover,all,SEC_20_LAUNCH,forward_accel_nis,1,1233,1104,129,0.104622871046,0.209245742092,1233,0,5,active_traction,28.5525807803,3.11096703961,3.65955152621,1.16008052867,1.73205080757,28.5525807803,0,false,3.78543658039,observed_drive_command_magnitude,observed_drive_command_magnitude,0.2,"pair=0.2,0.2;linear=0.2;yaw=0"
baseline/current_holdover,all,SEC_20_LAUNCH,forward_accel_nis,1,1233,1233,0,0,0,1233,0,5,active_traction,1.11135372575,0.860084444711,1.11135372575,0.860084444711,1.73205080757,1.73205080757,0.620697081822,true,1.05166124755,observed_drive_command_magnitude,observed_drive_command_magnitude,0.21,"pair=-0.22,-0.22;linear=-0.22;yaw=0"
baseline/current_holdover,all,SEC_20_LAUNCH,forward_accel_nis,1,1232,1232,0,0,0,1232,0,5,active_traction,0.738025499403,0.795758845917,0.738025499403,0.795758845917,1.73205080757,1.73205080757,0.994025308166,true,0.977843929328,observed_drive_command_magnitude,observed_drive_command_magnitude,0.21,"pair=0.22,0.22;linear=0.22;yaw=0"
baseline/current_holdover,all,SEC_20_LAUNCH,forward_accel_nis,1,1233,1217,16,0.0129764801298,0.0259529602595,1233,0,5,active_traction,4.61833600064,1.3589434805,2.93407577967,1.21125503266,1.73205080757,4.61833600064,0,false,1.65573406173,observed_drive_command_magnitude,observed_drive_command_magnitude,0.22,"pair=-0.22,-0.22;linear=-0.22;yaw=0"
baseline/current_holdover,all,SEC_20_LAUNCH,forward_accel_nis,1,1233,1206,27,0.021897810219,0.043795620438,1233,0,5,active_traction,7.04549405538,1.73067612618,4.8362236042,1.51366861316,1.73205080757,7.04549405538,0,false,2.10595436826,observed_drive_command_magnitude,observed_drive_command_magnitude,0.22,"pair=0.22,0.22;linear=0.22;yaw=0"
baseline/current_holdover,all,SEC_20_LAUNCH,forward_accel_nis,1,1228,1228,0,0,0,1228,0,5,active_traction,0.802932143384,0.842210627789,0.802932143384,0.842210627789,1.73205080757,1.73205080757,0.929118664185,true,1.03105654145,observed_drive_command_magnitude,observed_drive_command_magnitude,0.23,"pair=-0.24,-0.24;linear=-0.24;yaw=0"
baseline/current_holdover,all,SEC_20_LAUNCH,forward_accel_nis,1,1236,1236,0,0,0,1236,0,5,active_traction,0.806551426534,0.836528714698,0.806551426534,0.836528714698,1.73205080757,1.73205080757,0.925499381035,true,1.03380861194,observed_drive_command_magnitude,observed_drive_command_magnitude,0.23,"pair=0.24,0.24;linear=0.24;yaw=0"
baseline/current_holdover,all,SEC_20_LAUNCH,forward_accel_nis,1,1233,1233,0,0,0,1233,0,5,active_traction,0.891924765468,0.882942553404,0.891924765468,0.882942553404,1.73205080757,1.73205080757,0.840126042101,true,1.08991946268,observed_drive_command_magnitude,observed_drive_command_magnitude,0.24,"pair=-0.24,-0.24;linear=-0.24;yaw=0"
baseline/current_holdover,all,SEC_20_LAUNCH,forward_accel_nis,1,1229,1229,0,0,0,1229,0,5,active_traction,0.896007198372,0.878749305354,0.896007198372,0.878749305354,1.73205080757,1.73205080757,0.836043609197,true,1.08634456797,observed_drive_command_magnitude,observed_drive_command_magnitude,0.24,"pair=0.24,0.24;linear=0.24;yaw=0"
baseline/current_holdover,all,SEC_20_LAUNCH,forward_accel_nis,1,6236,4557,1679,0.269243104554,0.538486209108,6236,0,25,active_traction,37.1093361875,4.88259428406,12.3371213707,3.11937772083,1.73205080757,37.1093361875,0,false,5.92415393311,observed_drive_command_magnitude,observed_drive_command_magnitude,0.25,"pair=-0.24,-0.24;linear=-0.24;yaw=0"
baseline/current_holdover,all,SEC_20_LAUNCH,forward_accel_nis,1,6230,4374,1856,0.297913322632,0.595826645265,6230,0,25,active_traction,40.4543006321,5.05976631929,11.7474255175,2.97952796959,1.73205080757,40.4543006321,0,false,6.14132693763,observed_drive_command_magnitude,observed_drive_command_magnitude,0.25,"pair=0.24,0.24;linear=0.24;yaw=0"
baseline/current_holdover,all,SEC_20_LAUNCH,forward_accel_nis,1,5000,3745,1255,0.251,0.502,5000,0,20,active_traction,33.1274053575,4.94278748648,14.9033790558,3.73992492522,1.73205080757,33.1274053575,0,false,5.99588379597,observed_drive_command_magnitude,observed_drive_command_magnitude,0.3,"pair=-0.3,-0.3;linear=-0.3;yaw=0"
baseline/current_holdover,all,SEC_20_LAUNCH,forward_accel_nis,1,5000,3750,1250,0.25,0.5,5000,0,20,active_traction,33.1504449426,4.94376770544,14.8591349148,3.72900946987,1.73205080757,33.1504449426,0,false,6.00079784586,observed_drive_command_magnitude,observed_drive_command_magnitude,0.3,"pair=0.3,0.3;linear=0.3;yaw=0"
baseline/current_holdover,all,SEC_20_LAUNCH,forward_accel_nis,1,5000,3988,1012,0.2024,0.4048,5000,0,20,active_traction,27.3892869374,4.62704532555,14.8690679493,3.75950583771,1.73205080757,27.3892869374,0,false,5.61975760678,observed_drive_command_magnitude,observed_drive_command_magnitude,0.35,"pair=-0.34,-0.34;linear=-0.34;yaw=0"
baseline/current_holdover,all,SEC_20_LAUNCH,forward_accel_nis,1,5000,4016,984,0.1968,0.3936,5000,0,20,active_traction,25.4724253067,4.54697244948,15.0816907417,3.8025040036,1.73205080757,25.4724253067,0,false,5.53196697874,observed_drive_command_magnitude,observed_drive_command_magnitude,0.35,"pair=0.34,0.34;linear=0.34;yaw=0"
baseline/current_holdover,all,SEC_20_LAUNCH,left_encoder_wheel_rate_nis,1,1228,1228,0,0,0,1228,0,5,active_traction,0.445708729579,0.608298523873,0.445708729579,0.608298523873,1.73205080757,1.73205080757,1.28634207799,true,0.633469134942,observed_drive_command_magnitude,observed_drive_command_magnitude,0.17,"pair=-0.18,-0.18;linear=-0.18;yaw=0"
baseline/current_holdover,all,SEC_20_LAUNCH,left_encoder_wheel_rate_nis,1,1235,1235,0,0,0,1235,0,5,active_traction,0.613887217848,0.703996345375,0.613887217848,0.703996345375,1.73205080757,1.73205080757,1.11816358972,true,0.75449688234,observed_drive_command_magnitude,observed_drive_command_magnitude,0.17,"pair=0.18,0.18;linear=0.18;yaw=0"
baseline/current_holdover,all,SEC_20_LAUNCH,left_encoder_wheel_rate_nis,1,1233,1233,0,0,0,1233,0,5,active_traction,0.424096485222,0.629627825458,0.424096485222,0.629627825458,1.73205080757,1.73205080757,1.30795432235,true,0.644882245544,observed_drive_command_magnitude,observed_drive_command_magnitude,0.18,"pair=-0.18,-0.18;linear=-0.18;yaw=0"
baseline/current_holdover,all,SEC_20_LAUNCH,left_encoder_wheel_rate_nis,1,1226,1226,0,0,0,1226,0,5,active_traction,0.423132510379,0.62749920084,0.423132510379,0.62749920084,1.73205080757,1.73205080757,1.30891829719,true,0.64294378493,observed_drive_command_magnitude,observed_drive_command_magnitude,0.18,"pair=0.18,0.18;linear=0.18;yaw=0"
baseline/current_holdover,all,SEC_20_LAUNCH,left_encoder_wheel_rate_nis,1,1231,1231,0,0,0,1231,0,5,active_traction,0.472140832714,0.664402798819,0.472140832714,0.664402798819,1.73205080757,1.73205080757,1.25990997486,true,0.680897582236,observed_drive_command_magnitude,observed_drive_command_magnitude,0.19,"pair=-0.18,-0.18;linear=-0.18;yaw=0"
baseline/current_holdover,all,SEC_20_LAUNCH,left_encoder_wheel_rate_nis,1,1227,1227,0,0,0,1227,0,5,active_traction,0.47026801555,0.661990306801,0.47026801555,0.661990306801,1.73205080757,1.73205080757,1.26178279202,true,0.67825699562,observed_drive_command_magnitude,observed_drive_command_magnitude,0.19,"pair=0.18,0.18;linear=0.18;yaw=0"
baseline/current_holdover,all,SEC_20_LAUNCH,left_encoder_wheel_rate_nis,1,1231,1231,0,0,0,1231,0,5,active_traction,0.687002903254,0.74215881632,0.687002903254,0.74215881632,1.73205080757,1.73205080757,1.04504790432,true,0.779265658048,observed_drive_command_magnitude,observed_drive_command_magnitude,0.2,"pair=-0.2,-0.2;linear=-0.2;yaw=0"
baseline/current_holdover,all,SEC_20_LAUNCH,left_encoder_wheel_rate_nis,1,1233,1233,0,0,0,1233,0,5,active_traction,2.11648419588,1.03305584644,2.11648419588,1.03305584644,1.73205080757,2.11648419588,0,false,1.14679859548,observed_drive_command_magnitude,observed_drive_command_magnitude,0.2,"pair=0.2,0.2;linear=0.2;yaw=0"
