phase,candidate_id,trial_id,split,stage,log_parameter,count,accepted_count,finite_count,nonfinite_count,rms_nis,accepted_only_rms_nis,expected_rms_nis,guarded_rms_nis,under_expected_penalty,inflation_flag,rejected_count,rejected_rate
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,held_out,launch,forward_accel_residual_tail,4500,359,4500,0,156.433211311,15.3266922568,1.73205080757,156.433211311,0,false,4141,0.920222222222
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,held_out,launch,left_encoder_wheel_rate_residual_tail,4500,4500,4500,0,32512.9109467,32512.9109467,1.73205080757,32512.9109467,0,false,0,0
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,held_out,launch,right_accel_residual_tail,4500,4498,4500,0,1.26647037054,1.13311181352,1.73205080757,1.73205080757,0.465580437032,true,2,0.000444444444444
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,held_out,launch,right_encoder_wheel_rate_residual_tail,4500,4500,4500,0,32492.4355473,32492.4355473,1.73205080757,32492.4355473,0,false,0,0
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,held_out,launch,yaw_rate_residual_tail,4500,4500,4500,0,72.6620528948,72.6620528948,1.73205080757,72.6620528948,0,false,0,0
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,held_out,yaw_launch,forward_accel_residual_tail,27500,16320,27500,0,924.52946774,7.58717619766,1.73205080757,924.52946774,0,false,11180,0.406545454545
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,held_out,yaw_launch,left_encoder_wheel_rate_residual_tail,27500,27500,27500,0,6739.33239773,6739.33239773,1.73205080757,6739.33239773,0,false,0,0
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,held_out,yaw_launch,right_accel_residual_tail,27500,16091,27500,0,883.928175553,7.64451966473,1.73205080757,883.928175553,0,false,11409,0.414872727273
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,held_out,yaw_launch,right_encoder_wheel_rate_residual_tail,27500,27500,27500,0,6869.05405505,6869.05405505,1.73205080757,6869.05405505,0,false,0,0
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,held_out,yaw_launch,yaw_rate_residual_tail,27500,27500,27500,0,488841.067338,488841.067338,1.73205080757,488841.067338,0,false,0,0
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,validation,SEC_20_LAUNCH,forward_accel_residual_tail,11936,5137,11936,0,119.558869789,8.99997400964,1.73205080757,119.558869789,0,false,6799,0.569621313673
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,validation,SEC_20_LAUNCH,left_encoder_wheel_rate_residual_tail,11936,11936,11936,0,25127.3109835,25127.3109835,1.73205080757,25127.3109835,0,false,0,0
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,validation,SEC_20_LAUNCH,right_accel_residual_tail,11936,11936,11936,0,0.637845556079,0.637845556079,1.73205080757,1.73205080757,1.09420525149,true,0,0
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,validation,SEC_20_LAUNCH,right_encoder_wheel_rate_residual_tail,11936,11936,11936,0,25150.0121005,25150.0121005,1.73205080757,25150.0121005,0,false,0,0
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,validation,SEC_20_LAUNCH,yaw_rate_residual_tail,11936,11936,11936,0,37.8806292907,37.8806292907,1.73205080757,37.8806292907,0,false,0,0
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,validation,launch,forward_accel_residual_tail,6110,1923,6110,0,145.709196674,6.89871522373,1.73205080757,145.709196674,0,false,4187,0.6852700491
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,validation,launch,left_encoder_wheel_rate_residual_tail,6110,6110,6110,0,200363.572929,200363.572929,1.73205080757,200363.572929,0,false,0,0
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,validation,launch,right_accel_residual_tail,6110,5959,6110,0,24.6582735584,2.77261519946,1.73205080757,24.6582735584,0,false,151,0.0247135842881
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,validation,launch,right_encoder_wheel_rate_residual_tail,6110,6110,6110,0,200121.863298,200121.863298,1.73205080757,200121.863298,0,false,0,0
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,validation,launch,yaw_rate_residual_tail,6110,6110,6110,0,593.744780751,593.744780751,1.73205080757,593.744780751,0,false,0,0
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,validation,mixed_launch,forward_accel_residual_tail,18572,3615,18572,0,155.115742165,5.15342240697,1.73205080757,155.115742165,0,false,14957,0.805352143011
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,validation,mixed_launch,left_encoder_wheel_rate_residual_tail,18572,18572,18572,0,647691.018081,647691.018081,1.73205080757,647691.018081,0,false,0,0
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,validation,mixed_launch,right_accel_residual_tail,18572,18459,18572,0,4.00418979405,2.29438265487,1.73205080757,4.00418979405,0,false,113,0.00608442817144
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,validation,mixed_launch,right_encoder_wheel_rate_residual_tail,18572,18572,18572,0,647718.731919,647718.731919,1.73205080757,647718.731919,0,false,0,0
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,validation,mixed_launch,yaw_rate_residual_tail,18572,18572,18572,0,572.678752471,572.678752471,1.73205080757,572.678752471,0,false,0,0
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,validation,yaw_launch,forward_accel_residual_tail,30986,2238,30986,0,3947368.34758,11.5072291586,1.73205080757,3947368.34758,0,false,28748,0.927773833344
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,validation,yaw_launch,left_encoder_wheel_rate_residual_tail,30986,30986,30986,0,517221.03242,517221.03242,1.73205080757,517221.03242,0,false,0,0
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,validation,yaw_launch,right_accel_residual_tail,30986,2136,30986,0,3928802.11913,11.4849694731,1.73205080757,3928802.11913,0,false,28850,0.931065642548
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,validation,yaw_launch,right_encoder_wheel_rate_residual_tail,30986,30986,30986,0,521033.539746,521033.539746,1.73205080757,521033.539746,0,false,0,0
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,validation,yaw_launch,yaw_rate_residual_tail,30986,30986,30986,0,37929821.7237,37929821.7237,1.73205080757,37929821.7237,0,false,0,0
stress_full_rows,candidate_3_load_sensitive,candidate_3_load_sensitive:trial_133,held_out,launch,forward_accel_residual_tail,4500,4370,4500,0,10.0051434961,6.00781258928,1.73205080757,10.0051434961,0,false,130,0.0288888888889
stress_full_rows,candidate_3_load_sensitive,candidate_3_load_sensitive:trial_133,held_out,launch,left_encoder_wheel_rate_residual_tail,4500,4500,4500,0,1.30460404154,1.30460404154,1.73205080757,1.73205080757,0.427446766027,false,0,0
stress_full_rows,candidate_3_load_sensitive,candidate_3_load_sensitive:trial_133,held_out,launch,right_accel_residual_tail,4500,4487,4500,0,4.08412420808,3.70460622429,1.73205080757,4.08412420808,0,false,13,0.00288888888889
stress_full_rows,candidate_3_load_sensitive,candidate_3_load_sensitive:trial_133,held_out,launch,right_encoder_wheel_rate_residual_tail,4500,4500,4500,0,1.39434739416,1.39434739416,1.73205080757,1.73205080757,0.337703413405,false,0,0
stress_full_rows,candidate_3_load_sensitive,candidate_3_load_sensitive:trial_133,held_out,launch,yaw_rate_residual_tail,4500,4500,4500,0,20.0701432034,20.0701432034,1.73205080757,20.0701432034,0,false,0,0
stress_full_rows,candidate_3_load_sensitive,candidate_3_load_sensitive:trial_133,held_out,yaw_launch,forward_accel_residual_tail,27500,27264,27500,0,5.55115984062,2.59163391449,1.73205080757,5.55115984062,0,false,236,0.00858181818182
stress_full_rows,candidate_3_load_sensitive,candidate_3_load_sensitive:trial_133,held_out,yaw_launch,left_encoder_wheel_rate_residual_tail,27500,27500,27500,0,1.35350992353,1.35350992353,1.73205080757,1.73205080757,0.378540884042,false,0,0
stress_full_rows,candidate_3_load_sensitive,candidate_3_load_sensitive:trial_133,held_out,yaw_launch,right_accel_residual_tail,27500,27259,27500,0,6.02787842977,2.19389388528,1.73205080757,6.02787842977,0,false,241,0.00876363636364
stress_full_rows,candidate_3_load_sensitive,candidate_3_load_sensitive:trial_133,held_out,yaw_launch,right_encoder_wheel_rate_residual_tail,27500,27500,27500,0,1.50006816511,1.50006816511,1.73205080757,1.73205080757,0.231982642459,false,0,0
stress_full_rows,candidate_3_load_sensitive,candidate_3_load_sensitive:trial_133,held_out,yaw_launch,yaw_rate_residual_tail,27500,27500,27500,0,159.414200835,159.414200835,1.73205080757,159.414200835,0,false,0,0
stress_full_rows,candidate_3_load_sensitive,candidate_3_load_sensitive:trial_133,validation,SEC_20_LAUNCH,forward_accel_residual_tail,11936,11693,11936,0,9.24963411524,4.91119866022,1.73205080757,9.24963411524,0,false,243,0.0203585790885
stress_full_rows,candidate_3_load_sensitive,candidate_3_load_sensitive:trial_133,validation,SEC_20_LAUNCH,left_encoder_wheel_rate_residual_tail,11936,11936,11936,0,1.15933532641,1.15933532641,1.73205080757,1.73205080757,0.572715481161,true,0,0
stress_full_rows,candidate_3_load_sensitive,candidate_3_load_sensitive:trial_133,validation,SEC_20_LAUNCH,right_accel_residual_tail,11936,11916,11936,0,3.13256922825,2.78929084436,1.73205080757,3.13256922825,0,false,20,0.00167560321716
stress_full_rows,candidate_3_load_sensitive,candidate_3_load_sensitive:trial_133,validation,SEC_20_LAUNCH,right_encoder_wheel_rate_residual_tail,11936,11936,11936,0,1.19108650561,1.19108650561,1.73205080757,1.73205080757,0.540964301957,true,0,0
stress_full_rows,candidate_3_load_sensitive,candidate_3_load_sensitive:trial_133,validation,SEC_20_LAUNCH,yaw_rate_residual_tail,11936,11936,11936,0,13.7450566247,13.7450566247,1.73205080757,13.7450566247,0,false,0,0
stress_full_rows,candidate_3_load_sensitive,candidate_3_load_sensitive:trial_133,validation,launch,forward_accel_residual_tail,6110,5879,6110,0,14.5853579678,5.33366597389,1.73205080757,14.5853579678,0,false,231,0.0378068739771
stress_full_rows,candidate_3_load_sensitive,candidate_3_load_sensitive:trial_133,validation,launch,left_encoder_wheel_rate_residual_tail,6110,6110,6110,0,1.10697421867,1.10697421867,1.73205080757,1.73205080757,0.625076588894,true,0,0
stress_full_rows,candidate_3_load_sensitive,candidate_3_load_sensitive:trial_133,validation,launch,right_accel_residual_tail,6110,6075,6110,0,4.78230529503,3.48839668073,1.73205080757,4.78230529503,0,false,35,0.00572831423895
stress_full_rows,candidate_3_load_sensitive,candidate_3_load_sensitive:trial_133,validation,launch,right_encoder_wheel_rate_residual_tail,6110,6110,6110,0,1.37635133771,1.37635133771,1.73205080757,1.73205080757,0.355699469855,false,0,0
stress_full_rows,candidate_3_load_sensitive,candidate_3_load_sensitive:trial_133,validation,launch,yaw_rate_residual_tail,6110,6110,6110,0,110.752289895,110.752289895,1.73205080757,110.752289895,0,false,0,0
stress_full_rows,candidate_3_load_sensitive,candidate_3_load_sensitive:trial_133,validation,mixed_launch,forward_accel_residual_tail,18572,17245,18572,0,18.5901168944,6.5884831257,1.73205080757,18.5901168944,0,false,1327,0.0714516476416
stress_full_rows,candidate_3_load_sensitive,candidate_3_load_sensitive:trial_133,validation,mixed_launch,left_encoder_wheel_rate_residual_tail,18572,18572,18572,0,1.40817948317,1.40817948317,1.73205080757,1.73205080757,0.323871324398,false,0,0
stress_full_rows,candidate_3_load_sensitive,candidate_3_load_sensitive:trial_133,validation,mixed_launch,right_accel_residual_tail,18572,18266,18572,0,6.94858859416,4.66088328632,1.73205080757,6.94858859416,0,false,306,0.0164764161103
stress_full_rows,candidate_3_load_sensitive,candidate_3_load_sensitive:trial_133,validation,mixed_launch,right_encoder_wheel_rate_residual_tail,18572,18572,18572,0,1.63615553081,1.63615553081,1.73205080757,1.73205080757,0.0958952767585,false,0,0
stress_full_rows,candidate_3_load_sensitive,candidate_3_load_sensitive:trial_133,validation,mixed_launch,yaw_rate_residual_tail,18572,18572,18572,0,57.9797980501,57.9797980501,1.73205080757,57.9797980501,0,false,0,0
stress_full_rows,candidate_3_load_sensitive,candidate_3_load_sensitive:trial_133,validation,yaw_launch,forward_accel_residual_tail,30986,23342,30986,0,257.15915682,5.82585698718,1.73205080757,257.15915682,0,false,7644,0.246692054476
stress_full_rows,candidate_3_load_sensitive,candidate_3_load_sensitive:trial_133,validation,yaw_launch,left_encoder_wheel_rate_residual_tail,30986,30986,30986,0,222.475044255,222.475044255,1.73205080757,222.475044255,0,false,0,0
stress_full_rows,candidate_3_load_sensitive,candidate_3_load_sensitive:trial_133,validation,yaw_launch,right_accel_residual_tail,30986,25396,30986,0,92.2766682552,5.16924788376,1.73205080757,92.2766682552,0,false,5590,0.180404053443
