phase,candidate_id,trial_id,split,stage,log_parameter,count,accepted_count,rms_nis,expected_rms_nis,guarded_rms_nis,under_expected_penalty,inflation_flag,rejected_count,rejected_rate
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,held_out,launch,forward_accel_residual_tail,13565,5067,5.7269092064,1.73205080757,5.7269092064,0,false,8498,0.626465167711
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,held_out,launch,right_accel_residual_tail,13565,13553,2.18797412673,1.73205080757,2.18797412673,0,false,12,0.000884629561371
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,held_out,launch,yaw_rate_residual_tail,13565,11417,7.55964400154,1.73205080757,7.55964400154,0,false,2148,0.158348691485
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,held_out,static,forward_accel_residual_tail,15503,15503,0.0721974572574,1.73205080757,1.73205080757,1.65985335031,true,0,0
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,held_out,static,right_accel_residual_tail,15503,15503,0.020096950572,1.73205080757,1.73205080757,1.711953857,true,0,0
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,held_out,static,yaw_rate_residual_tail,15503,15503,0.6568967844,1.73205080757,1.73205080757,1.07515402317,true,0,0
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,held_out,yaw_launch,forward_accel_residual_tail,171183,156843,2.85603710334,1.73205080757,2.85603710334,0,false,14340,0.0837700005258
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,held_out,yaw_launch,right_accel_residual_tail,171183,157008,2.81992201066,1.73205080757,2.81992201066,0,false,14175,0.0828061197666
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,held_out,yaw_launch,yaw_rate_residual_tail,171183,108896,6.3674162434,1.73205080757,6.3674162434,0,false,62287,0.363862065743
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,validation,SEC_10_STATIC,forward_accel_residual_tail,15001,15001,1.6001622944e-05,1.73205080757,1.73205080757,1.73203480595,true,0,0
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,validation,SEC_10_STATIC,right_accel_residual_tail,15001,15001,1.76868830238e-05,1.73205080757,1.73205080757,1.73203312069,true,0,0
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,validation,SEC_10_STATIC,yaw_rate_residual_tail,15001,15001,0.0159791107103,1.73205080757,1.73205080757,1.71607169686,true,0,0
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,validation,SEC_20_LAUNCH,forward_accel_residual_tail,34859,17632,5.79297387615,1.73205080757,5.79297387615,0,false,17227,0.494190883273
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,validation,SEC_20_LAUNCH,right_accel_residual_tail,34859,34761,1.47218832061,1.73205080757,1.73205080757,0.259862486958,false,98,0.00281132562609
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,validation,SEC_20_LAUNCH,yaw_rate_residual_tail,34859,31778,5.95459782169,1.73205080757,5.95459782169,0,false,3081,0.0883846352448
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,validation,SEC_30_STRAIGHT,forward_accel_residual_tail,198756,3876,9.84774018779,1.73205080757,9.84774018779,0,false,194880,0.980498701926
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,validation,SEC_30_STRAIGHT,right_accel_residual_tail,198756,181410,1.81656358595,1.73205080757,1.81656358595,0,false,17346,0.0872728370464
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,validation,SEC_30_STRAIGHT,yaw_rate_residual_tail,198756,150732,8.31874710192,1.73205080757,8.31874710192,0,false,48024,0.241622894403
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,validation,SEC_40_YAW,forward_accel_residual_tail,84916,15769,12.1077636135,1.73205080757,12.1077636135,0,false,69147,0.814298836497
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,validation,SEC_40_YAW,right_accel_residual_tail,84916,33456,5.11627700059,1.73205080757,5.11627700059,0,false,51460,0.606010645815
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,validation,SEC_40_YAW,yaw_rate_residual_tail,84916,23396,7.70554798522,1.73205080757,7.70554798522,0,false,61520,0.724480663244
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,validation,launch,forward_accel_residual_tail,4556,1583,6.41028816285,1.73205080757,6.41028816285,0,false,2973,0.652546093064
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,validation,launch,right_accel_residual_tail,4556,4554,1.76737522383,1.73205080757,1.76737522383,0,false,2,0.000438981562774
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,validation,launch,yaw_rate_residual_tail,8899,7430,7.37401092425,1.73205080757,7.37401092425,0,false,1469,0.165074727497
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,validation,mixed_launch,forward_accel_residual_tail,11944,3557,4.58406861291,1.73205080757,4.58406861291,0,false,8387,0.702193569993
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,validation,mixed_launch,right_accel_residual_tail,11944,11794,2.35748970548,1.73205080757,2.35748970548,0,false,150,0.0125586068319
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,validation,mixed_launch,yaw_rate_residual_tail,11944,8282,7.42493078912,1.73205080757,7.42493078912,0,false,3662,0.306597454789
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,validation,static,forward_accel_residual_tail,30523,30523,0.0560892942207,1.73205080757,1.73205080757,1.67596151335,true,0,0
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,validation,static,right_accel_residual_tail,30523,30523,0.0257463704157,1.73205080757,1.73205080757,1.70630443715,true,0,0
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,validation,static,yaw_rate_residual_tail,30523,30523,0.844721100248,1.73205080757,1.73205080757,0.887329707321,true,0,0
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,validation,yaw_launch,forward_accel_residual_tail,14719,2754,9.87928185278,1.73205080757,9.87928185278,0,false,11965,0.812894897751
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,validation,yaw_launch,right_accel_residual_tail,14719,2664,10.0748934616,1.73205080757,10.0748934616,0,false,12055,0.819009443576
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,validation,yaw_launch,yaw_rate_residual_tail,33226,657,18.0965587918,1.73205080757,18.0965587918,0,false,32569,0.980226328779
stress_full_rows,candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:trial_039,held_out,launch,forward_accel_residual_tail,13565,13521,3.05218606579,1.73205080757,3.05218606579,0,false,44,0.00324364172503
stress_full_rows,candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:trial_039,held_out,launch,right_accel_residual_tail,13565,13565,1.27238994684,1.73205080757,1.73205080757,0.459660860728,true,0,0
stress_full_rows,candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:trial_039,held_out,launch,yaw_rate_residual_tail,13565,13004,5.45066840331,1.73205080757,5.45066840331,0,false,561,0.0413564319941
stress_full_rows,candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:trial_039,held_out,static,forward_accel_residual_tail,15503,15503,0.0721974572574,1.73205080757,1.73205080757,1.65985335031,true,0,0
stress_full_rows,candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:trial_039,held_out,static,right_accel_residual_tail,15503,15503,0.020096950572,1.73205080757,1.73205080757,1.711953857,true,0,0
stress_full_rows,candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:trial_039,held_out,static,yaw_rate_residual_tail,15503,15503,0.6568967844,1.73205080757,1.73205080757,1.07515402317,true,0,0
stress_full_rows,candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:trial_039,held_out,yaw_launch,forward_accel_residual_tail,171183,171049,1.01536043097,1.73205080757,1.73205080757,0.716690376597,true,134,0.000782788010492
stress_full_rows,candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:trial_039,held_out,yaw_launch,right_accel_residual_tail,171183,170988,0.949709274904,1.73205080757,1.73205080757,0.782341532665,true,195,0.00113913180631
stress_full_rows,candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:trial_039,held_out,yaw_launch,yaw_rate_residual_tail,171183,142839,2.81037296121,1.73205080757,2.81037296121,0,false,28344,0.165577189324
stress_full_rows,candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:trial_039,validation,SEC_10_STATIC,forward_accel_residual_tail,15001,15001,1.6001622944e-05,1.73205080757,1.73205080757,1.73203480595,true,0,0
stress_full_rows,candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:trial_039,validation,SEC_10_STATIC,right_accel_residual_tail,15001,15001,1.76868830238e-05,1.73205080757,1.73205080757,1.73203312069,true,0,0
stress_full_rows,candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:trial_039,validation,SEC_10_STATIC,yaw_rate_residual_tail,15001,15001,0.0159791107103,1.73205080757,1.73205080757,1.71607169686,true,0,0
stress_full_rows,candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:trial_039,validation,SEC_20_LAUNCH,forward_accel_residual_tail,34859,34770,2.7456084114,1.73205080757,2.7456084114,0,false,89,0.00255314266043
stress_full_rows,candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:trial_039,validation,SEC_20_LAUNCH,right_accel_residual_tail,34859,34859,0.98994625063,1.73205080757,1.73205080757,0.742104556939,true,0,0
stress_full_rows,candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:trial_039,validation,SEC_20_LAUNCH,yaw_rate_residual_tail,34859,34197,4.26814437215,1.73205080757,4.26814437215,0,false,662,0.0189907914742
stress_full_rows,candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:trial_039,validation,SEC_30_STRAIGHT,forward_accel_residual_tail,198756,189654,4.72741212856,1.73205080757,4.72741212856,0,false,9102,0.0457948439292
stress_full_rows,candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:trial_039,validation,SEC_30_STRAIGHT,right_accel_residual_tail,198756,195366,2.9710680066,1.73205080757,2.9710680066,0,false,3390,0.0170560888728
stress_full_rows,candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:trial_039,validation,SEC_30_STRAIGHT,yaw_rate_residual_tail,198756,173988,7.62920513008,1.73205080757,7.62920513008,0,false,24768,0.124615105959
stress_full_rows,candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:trial_039,validation,SEC_40_YAW,forward_accel_residual_tail,84916,51998,6.99202557909,1.73205080757,6.99202557909,0,false,32918,0.387653681285
