phase,candidate_id,trial_id,selection_score,sample_count
train_screen,shear_rate,shear_rate:trial_045,116.064388609,347958
train_screen,shear_rate,shear_rate:trial_191,117.874555623,347958
train_screen,shear_rate,shear_rate:trial_134,119.156194926,347958
train_screen,shear_rate,shear_rate:trial_015,120.190264395,347958
train_screen,shear_rate,shear_rate:trial_008,120.623051676,347958
train_screen,shear_rate,shear_rate:trial_049,127.883211122,347958
train_screen,shear_rate,shear_rate:trial_164,129.145344001,347958
train_screen,shear_rate,shear_rate:trial_091,130.440738837,347958
train_screen,shear_rate,shear_rate:trial_137,130.763467907,347958
train_screen,shear_rate,shear_rate:trial_046,132.700363879,347958
train_screen,shear_rate,shear_rate:trial_132,132.898955598,347958
train_screen,shear_rate,shear_rate:trial_079,137.437015514,347958
train_screen,shear_rate,shear_rate:trial_002,138.954095956,347958
train_screen,shear_rate,shear_rate:trial_163,140.121208243,347958
train_screen,shear_rate,shear_rate:trial_061,141.151167852,347958
train_screen,shear_rate,shear_rate:trial_072,144.184935808,347958
train_screen,shear_rate,shear_rate:trial_057,145.874995955,347958
train_screen,shear_rate,shear_rate:trial_043,146.64681321,347958
train_screen,shear_rate,shear_rate:trial_147,149.214955378,347958
train_screen,shear_rate,shear_rate:trial_145,150.031006246,347958
train_screen,shear_rate,shear_rate:trial_136,150.113083291,347958
train_screen,shear_rate,shear_rate:trial_183,151.935008595,347958
train_screen,shear_rate,shear_rate:trial_060,152.220066085,347958
train_screen,shear_rate,shear_rate:trial_165,153.173284082,347958
train_screen,shear_rate,shear_rate:trial_121,153.466386989,347958
train_screen,shear_rate,shear_rate:trial_140,154.275091664,347958
train_screen,shear_rate,shear_rate:trial_153,154.368764666,347958
train_screen,shear_rate,shear_rate:trial_039,154.504584319,347958
train_screen,shear_rate,shear_rate:trial_067,154.87300037,347958
train_screen,shear_rate,shear_rate:trial_144,155.612310474,347958
train_screen,shear_rate,shear_rate:trial_124,158.669794349,347958
train_screen,shear_rate,shear_rate:trial_172,161.950140277,347958
train_screen,shear_rate,shear_rate:trial_048,162.373036266,347958
train_screen,shear_rate,shear_rate:trial_089,162.688298732,347958
train_screen,shear_rate,shear_rate:trial_094,163.571918441,347958
train_screen,shear_rate,shear_rate:trial_055,164.740966263,347958
train_screen,shear_rate,shear_rate:trial_168,167.452778788,347958
train_screen,shear_rate,shear_rate:trial_189,167.893880696,347958
train_screen,shear_rate,shear_rate:trial_106,168.536207898,347958
train_screen,shear_rate,shear_rate:trial_187,170.197853585,347958
train_screen,shear_rate,shear_rate:trial_154,170.599568573,347958
train_screen,shear_rate,shear_rate:trial_170,171.731601541,347958
train_screen,shear_rate,shear_rate:trial_135,172.95983773,347958
train_screen,shear_rate,shear_rate:trial_022,175.556617795,347958
train_screen,shear_rate,shear_rate:trial_138,175.781087918,347958
train_screen,shear_rate,shear_rate:trial_007,179.060856802,347958
train_screen,shear_rate,shear_rate:trial_051,179.097004796,347958
train_screen,shear_rate,shear_rate:trial_084,179.487564219,347958
train_screen,shear_rate,shear_rate:trial_129,182.633362898,347958
train_screen,shear_rate,shear_rate:trial_118,183.033757803,347958
train_screen,shear_rate,shear_rate:trial_103,183.638130525,347958
train_screen,shear_rate,shear_rate:trial_047,184.043091076,347958
train_screen,shear_rate,shear_rate:trial_104,196.065088718,347958
train_screen,shear_rate,shear_rate:trial_085,196.436698221,347958
train_screen,shear_rate,shear_rate:trial_114,197.115116325,347958
train_screen,shear_rate,shear_rate:trial_141,197.926922351,347958
train_screen,shear_rate,shear_rate:trial_065,198.255996341,347958
train_screen,shear_rate,shear_rate:trial_155,201.904431888,347958
train_screen,shear_rate,shear_rate:trial_158,203.129210808,347958
train_screen,shear_rate,shear_rate:trial_027,205.911163881,347958
train_screen,shear_rate,shear_rate:trial_108,205.921240215,347958
train_screen,shear_rate,shear_rate:trial_148,208.361380896,347958
train_screen,shear_rate,shear_rate:trial_033,208.736794559,347958
train_screen,shear_rate,shear_rate:trial_095,209.668117407,347958
train_screen,shear_rate,shear_rate:trial_058,217.226387895,347958
train_screen,shear_rate,shear_rate:trial_052,233.534962868,347958
train_screen,shear_rate,shear_rate:trial_115,235.081143482,347958
train_screen,shear_rate,shear_rate:trial_023,236.466117274,347958
train_screen,shear_rate,shear_rate:trial_101,239.024737227,347958
train_screen,shear_rate,shear_rate:trial_010,240.388175855,347958
train_screen,shear_rate,shear_rate:trial_012,247.881307317,347958
train_screen,shear_rate,shear_rate:trial_142,253.716665647,347958
train_screen,shear_rate,shear_rate:trial_018,255.114658782,347958
train_screen,shear_rate,shear_rate:trial_179,259.490773907,347958
train_screen,shear_rate,shear_rate:trial_156,262.908265785,347958
train_screen,shear_rate,shear_rate:trial_020,263.566056062,347958
train_screen,shear_rate,shear_rate:trial_096,263.625336106,347958
train_screen,shear_rate,shear_rate:trial_177,264.054688638,347958
train_screen,shear_rate,shear_rate:trial_038,265.447436634,347958
train_screen,shear_rate,shear_rate:trial_157,268.5570073,347958
train_screen,shear_rate,shear_rate:trial_005,269.857131141,347958
train_screen,shear_rate,shear_rate:trial_075,269.875044074,347958
train_screen,shear_rate,shear_rate:trial_028,272.861569618,347958
train_screen,shear_rate,shear_rate:trial_150,276.342529861,347958
train_screen,shear_rate,shear_rate:trial_151,277.385949639,347958
train_screen,shear_rate,shear_rate:trial_083,277.531246616,347958
train_screen,shear_rate,shear_rate:trial_071,283.70763583,347958
train_screen,shear_rate,shear_rate:trial_029,284.41839929,347958
train_screen,shear_rate,shear_rate:trial_053,292.534624554,347958
train_screen,shear_rate,shear_rate:trial_037,294.634598066,347958
train_screen,shear_rate,shear_rate:trial_173,297.275705473,347958
train_screen,shear_rate,shear_rate:trial_192,297.419932361,347958
train_screen,shear_rate,shear_rate:trial_032,300.249628527,347958
train_screen,shear_rate,shear_rate:trial_035,310.467654915,347958
train_screen,shear_rate,shear_rate:trial_034,315.858421842,347958
train_screen,shear_rate,shear_rate:trial_081,318.855729454,347958
train_screen,shear_rate,shear_rate:trial_113,328.519594411,347958
train_screen,shear_rate,shear_rate:trial_077,333.195389214,347958
train_screen,shear_rate,shear_rate:trial_112,337.452916404,347958
train_screen,shear_rate,shear_rate:trial_182,337.73269307,347958
train_screen,shear_rate,shear_rate:trial_169,344.312021002,347958
train_screen,shear_rate,shear_rate:trial_076,345.161371256,347958
train_screen,shear_rate,shear_rate:trial_093,351.16551576,347958
train_screen,shear_rate,shear_rate:trial_122,352.928547544,347958
train_screen,shear_rate,shear_rate:trial_073,365.184499128,347958
train_screen,shear_rate,shear_rate:trial_026,388.009674583,347958
train_screen,shear_rate,shear_rate:trial_036,389.194946019,347958
train_screen,shear_rate,shear_rate:trial_107,397.682513057,347958
train_screen,shear_rate,shear_rate:trial_087,402.464546,347958
train_screen,shear_rate,shear_rate:trial_109,407.790009497,347958
train_screen,shear_rate,shear_rate:trial_175,431.200588962,347958
train_screen,shear_rate,shear_rate:trial_126,434.210057095,347958
train_screen,shear_rate,shear_rate:nominal,459.723723051,347958
train_screen,shear_rate,shear_rate:trial_178,464.39754127,347958
train_screen,shear_rate,shear_rate:trial_111,476.268446416,347958
train_screen,shear_rate,shear_rate:trial_119,478.39865627,347958
train_screen,shear_rate,shear_rate:trial_127,495.808676472,347958
train_screen,shear_rate,shear_rate:trial_069,503.935843861,347958
train_screen,shear_rate,shear_rate:trial_086,505.552065622,347958
train_screen,shear_rate,shear_rate:trial_070,520.413700257,347958
train_screen,shear_rate,shear_rate:trial_159,524.819632832,347958
train_screen,shear_rate,shear_rate:trial_009,547.016856353,347958
