phase,candidate_id,trial_id,split,stage,log_parameter,count,accepted_count,finite_count,nonfinite_count,rms_nis,accepted_only_rms_nis,expected_rms_nis,guarded_rms_nis,under_expected_penalty,inflation_flag,rejected_count,rejected_rate
stress_full_rows,skew_shear,skew_shear:trial_004,held_out,launch,forward_accel_residual_tail,4500,4481,4500,0,5.0530976714,4.48257279122,1.73205080757,5.0530976714,0,false,19,0.00422222222222
stress_full_rows,skew_shear,skew_shear:trial_004,held_out,launch,right_accel_residual_tail,4500,4500,4500,0,2.03917563437,2.03917563437,1.73205080757,2.03917563437,0,false,0,0
stress_full_rows,skew_shear,skew_shear:trial_004,held_out,launch,yaw_rate_residual_tail,4500,4500,4500,0,15.2680853069,15.2680853069,1.73205080757,15.2680853069,0,false,0,0
stress_full_rows,skew_shear,skew_shear:trial_004,held_out,yaw_launch,forward_accel_residual_tail,27500,27390,27500,0,3.37570597462,2.14630505062,1.73205080757,3.37570597462,0,false,110,0.004
stress_full_rows,skew_shear,skew_shear:trial_004,held_out,yaw_launch,right_accel_residual_tail,27500,27320,27500,0,4.25088256461,1.99162912318,1.73205080757,4.25088256461,0,false,180,0.00654545454545
stress_full_rows,skew_shear,skew_shear:trial_004,held_out,yaw_launch,yaw_rate_residual_tail,27500,27500,27500,0,240.523549604,240.523549604,1.73205080757,240.523549604,0,false,0,0
stress_full_rows,skew_shear,skew_shear:trial_004,validation,SEC_20_LAUNCH,forward_accel_residual_tail,11936,11889,11936,0,4.53628988101,3.70664836052,1.73205080757,4.53628988101,0,false,47,0.00393766756032
stress_full_rows,skew_shear,skew_shear:trial_004,validation,SEC_20_LAUNCH,right_accel_residual_tail,11936,11935,11936,0,1.52206113273,1.50481705139,1.73205080757,1.73205080757,0.209989674836,false,1,8.37801608579e-05
stress_full_rows,skew_shear,skew_shear:trial_004,validation,SEC_20_LAUNCH,yaw_rate_residual_tail,11936,11936,11936,0,9.42488764716,9.42488764716,1.73205080757,9.42488764716,0,false,0,0
stress_full_rows,skew_shear,skew_shear:trial_004,validation,launch,forward_accel_residual_tail,6110,6040,6110,0,7.92434057778,4.24373789369,1.73205080757,7.92434057778,0,false,70,0.0114566284779
stress_full_rows,skew_shear,skew_shear:trial_004,validation,launch,right_accel_residual_tail,6110,6102,6110,0,2.36260844345,2.01275143728,1.73205080757,2.36260844345,0,false,8,0.0013093289689
stress_full_rows,skew_shear,skew_shear:trial_004,validation,launch,yaw_rate_residual_tail,6110,6110,6110,0,123.11849407,123.11849407,1.73205080757,123.11849407,0,false,0,0
stress_full_rows,skew_shear,skew_shear:trial_004,validation,mixed_launch,forward_accel_residual_tail,18572,18185,18572,0,8.85835556202,5.28011305512,1.73205080757,8.85835556202,0,false,387,0.0208378203748
stress_full_rows,skew_shear,skew_shear:trial_004,validation,mixed_launch,right_accel_residual_tail,18572,18529,18572,0,3.41110138982,2.90644605333,1.73205080757,3.41110138982,0,false,43,0.00231531337497
stress_full_rows,skew_shear,skew_shear:trial_004,validation,mixed_launch,yaw_rate_residual_tail,18572,18572,18572,0,46.0792619404,46.0792619404,1.73205080757,46.0792619404,0,false,0,0
stress_full_rows,skew_shear,skew_shear:trial_004,validation,yaw_launch,forward_accel_residual_tail,30986,24339,30986,0,197.876185675,5.24320842429,1.73205080757,197.876185675,0,false,6647,0.214516233138
stress_full_rows,skew_shear,skew_shear:trial_004,validation,yaw_launch,right_accel_residual_tail,30986,26048,30986,0,63.8225518638,4.88141039282,1.73205080757,63.8225518638,0,false,4938,0.159362292648
stress_full_rows,skew_shear,skew_shear:trial_004,validation,yaw_launch,yaw_rate_residual_tail,30986,30986,30986,0,7543.60720016,7543.60720016,1.73205080757,7543.60720016,0,false,0,0
